Title,Publication Day,Publication Month,Publication Year,Journal Name,Journal Volume,Journal Issue,Journal ISSN,Author 1 First Name,Author 1 Last Name,Author 1 Affiliation,Author 2 First Name,Author 2 Last Name,Author 2 Affiliation,Author 3 First Name,Author 3 Last Name,Author 3 Affiliation,Author 4 First Name,Author 4 Last Name,Author 4 Affiliation,Author 5 First Name,Author 5 Last Name,Author 5 Affiliation,Author 6 First Name,Author 6 Last Name,Author 6 Affiliation,Author 7 First Name,Author 7 Last Name,Author 7 Affiliation,Author 8 First Name,Author 8 Last Name,Author 8 Affiliation,Author 9 First Name,Author 9 Last Name,Author 9 Affiliation,Author 10 First Name,Author 10 Last Name,Author 10 Affiliation,Author 11 First Name,Author 11 Last Name,Author 11 Affiliation,Author 12 First Name,Author 12 Last Name,Author 12 Affiliation,Author 13 First Name,Author 13 Last Name,Author 13 Affiliation,Author 14 First Name,Author 14 Last Name,Author 14 Affiliation,Author 15 First Name,Author 15 Last Name,Author 15 Affiliation,Author 16 First Name,Author 16 Last Name,Author 16 Affiliation,Author 17 First Name,Author 17 Last Name,Author 17 Affiliation,Publisher Name,Publisher Location,ISBN 1,ISBN 2,Author 18 First Name,Author 18 Last Name,Author 18 Affiliation,Author 19 First Name,Author 19 Last Name,Author 19 Affiliation,Collective Author 1,Author 20 First Name,Author 20 Last Name,Author 20 Affiliation,Author 21 First Name,Author 21 Last Name,Author 21 Affiliation,Author 22 First Name,Author 22 Last Name,Author 22 Affiliation,Author 23 First Name,Author 23 Last Name,Author 23 Affiliation,Author 24 First Name,Author 24 Last Name,Author 24 Affiliation,Author 25 First Name,Author 25 Last Name,Author 25 Affiliation,Author 26 First Name,Author 26 Last Name,Author 26 Affiliation,Author 27 First Name,Author 27 Last Name,Author 27 Affiliation,Author 28 First Name,Author 28 Last Name,Author 28 Affiliation,Author 29 First Name,Author 29 Last Name,Author 29 Affiliation,Author 30 First Name,Author 30 Last Name,Author 30 Affiliation,Author 31 First Name,Author 31 Last Name,Author 31 Affiliation,Author 32 First Name,Author 32 Last Name,Author 32 Affiliation,Author 33 First Name,Author 33 Last Name,Author 33 Affiliation
predicting hyperlactatemia in the mimic ii database,XX,08,2015,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,2015,,2694-0604,Max,Dunitz,,George,Verghese,,Thomas,Heldt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
robust monitoring of hypovolemia in intensive care patients using photoplethysmogram signals,XX,08,2015,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,2015,,2694-0604,Alexander,Roederer,,James,Weimer,,Joseph,DiMartino,,Jacob,Gutsche,,,Insup Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinicaltime: identification of patients with acute kidney injury using temporal abstractions and temporal pattern matching,25,03,2015,AMIA Joint Summits on Translational Science proceedings. AMIA Joint Summits on Translational Science,2015,,2153-4063,Daniel,Capurro,"Pontificia Universidad Católica de Chile, Santiago, Chile ; University of Washington, Seattle, WA.",Mario,Barbe,"Pontificia Universidad Católica de Chile, Santiago, Chile.",Claudio,Daza,"Pontificia Universidad Católica de Chile, Santiago, Chile.",Josefa Santa,María,"Pontificia Universidad Católica de Chile, Santiago, Chile.",Javier,Trincado,"Pontificia Universidad Católica de Chile, Santiago, Chile.",Ignacio,Gomez,"Pontificia Universidad Católica de Chile, Santiago, Chile.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antipyretic therapy in critically ill patients with sepsis: an interaction with body temperature,30,03,2015,PloS one,10,3,1932-6203,Zhongheng,Zhang,"Department of Critical Care Medicine, Jinhua Municipal Central Hospital, Jinhua Hospital of Zhejiang University, Zhejiang, P. R. China.",Lin,Chen,"Department of Critical Care Medicine, Jinhua Municipal Central Hospital, Jinhua Hospital of Zhejiang University, Zhejiang, P. R. China.",Hongying,Ni,"Department of Critical Care Medicine, Jinhua Municipal Central Hospital, Jinhua Hospital of Zhejiang University, Zhejiang, P. R. China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mortality prediction in septic shock patients: towards new personalized models in critical care,XX,08,2015,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,2015,,2694-0604,M,Carrara,,G,Baselli,,M,Ferrario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
efficient and sparse feature selection for biomedical text classification via the elastic net: application to icu risk stratification from nursing notes,17,02,2015,Journal of biomedical informatics,54,,1532-0480,Ben J,Marafino,"Philip R. Lee Institute for Health Policy Studies, School of Medicine, University of California, San Francisco, United States; Center for Healthcare Value, University of California, San Francisco, United States. Electronic address: ben.marafino@ucsf.edu.",W John,Boscardin,"Department of Epidemiology and Biostatistics, University of California, San Francisco, United States; Department of Medicine, University of California, San Francisco, United States.",R Adams,Dudley,"Philip R. Lee Institute for Health Policy Studies, School of Medicine, University of California, San Francisco, United States; Center for Healthcare Value, University of California, San Francisco, United States; Department of Epidemiology and Biostatistics, University of California, San Francisco, United States; Department of Medicine, University of California, San Francisco, United States.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
robust algorithm to locate heart beats from multiple physiological waveforms by individual signal detector voting,28,07,2015,Physiological measurement,36,8,1361-6579,Loriano,Galeotti,"Office of Science and Engineering Laboratories, Center for Devices and Radiological Health, US FDA, Silver Spring, MD 20993, USA.",Christopher G,Scully,,Jose,Vicente,,Lars,Johannesen,,David G,Strauss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adaptive online monitoring for icu patients by combining just-in-time learning and principal component analysis,21,09,2015,Journal of clinical monitoring and computing,30,6,1573-2614,Xuejian,Li,"College of Information Science and Technology, Beijing University of Chemical Technology, Mail Box 4, 15# Beisanhuan East Road, Beijing, 100029, China.",Youqing,Wang,"College of Information Science and Technology, Beijing University of Chemical Technology, Mail Box 4, 15# Beisanhuan East Road, Beijing, 100029, China. wang.youqing@ieee.org.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
photoplethysmography-based method for automatic detection of premature ventricular contractions,26,10,2015,IEEE transactions on biomedical circuits and systems,9,5,1940-9990,Andrius,Solosenko,,Andrius,Petrenas,,Vaidotas,Marozas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"comparison between invasive and non-invasive blood pressure in young, middle and old age",18,11,2015,Blood pressure,25,3,1651-1999,Bing,Liu,"a Department of Cardiology , Jinan Fourth Hospital , Jinan , Shandong , PR China ;",Qiao,Li,"b Institute of Biomedical Engineering, School of Medicine, Shandong University , Jinan , Shandong , PR China ;",Peng,Qiu,"c College of Science and Technology, Shandong Traditional Chinese Medicine University , Jinan , Shandong , PR China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acute hypotensive episodes prediction based on non-linear chaotic analysis,XX,02,2015,Sheng wu yi xue gong cheng xue za zhi = Journal of biomedical engineering = Shengwu yixue gongchengxue zazhi,32,1,1001-5515,Dazhi,Jiang,,Liyu,Li,,Chenfeng,Peng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hypotension risk prediction via sequential contrast patterns of icu blood pressure,07,07,2015,IEEE journal of biomedical and health informatics,20,5,2168-2208,Shameek,Ghosh,,Mengling,Feng,,Hung,Nguyen,,Jinyan,Li,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-scale physiological waveform retrieval via locality-sensitive hashing,XX,08,2015,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,2015,,2694-0604,Yongwook Bryce,Kim,,Una-May,O'Reilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
