Title,Publication Day,Publication Month,Publication Year,Journal Name,Journal Volume,Journal Issue,Journal ISSN,Author 1 First Name,Author 1 Last Name,Author 1 Affiliation,Author 2 First Name,Author 2 Last Name,Author 2 Affiliation,Author 3 First Name,Author 3 Last Name,Author 3 Affiliation,Author 4 First Name,Author 4 Last Name,Author 4 Affiliation,Author 5 First Name,Author 5 Last Name,Author 5 Affiliation,Author 6 First Name,Author 6 Last Name,Author 6 Affiliation,Author 7 First Name,Author 7 Last Name,Author 7 Affiliation,Author 8 First Name,Author 8 Last Name,Author 8 Affiliation,Author 9 First Name,Author 9 Last Name,Author 9 Affiliation,Author 10 First Name,Author 10 Last Name,Author 10 Affiliation,Author 11 First Name,Author 11 Last Name,Author 11 Affiliation,Author 12 First Name,Author 12 Last Name,Author 12 Affiliation,Author 13 First Name,Author 13 Last Name,Author 13 Affiliation,Author 14 First Name,Author 14 Last Name,Author 14 Affiliation,Author 15 First Name,Author 15 Last Name,Author 15 Affiliation,Author 16 First Name,Author 16 Last Name,Author 16 Affiliation,Author 17 First Name,Author 17 Last Name,Author 17 Affiliation,Publisher Name,Publisher Location,ISBN 1,ISBN 2,Author 18 First Name,Author 18 Last Name,Author 18 Affiliation,Author 19 First Name,Author 19 Last Name,Author 19 Affiliation,Collective Author 1,Author 20 First Name,Author 20 Last Name,Author 20 Affiliation,Author 21 First Name,Author 21 Last Name,Author 21 Affiliation,Author 22 First Name,Author 22 Last Name,Author 22 Affiliation,Author 23 First Name,Author 23 Last Name,Author 23 Affiliation,Author 24 First Name,Author 24 Last Name,Author 24 Affiliation,Author 25 First Name,Author 25 Last Name,Author 25 Affiliation,Author 26 First Name,Author 26 Last Name,Author 26 Affiliation,Author 27 First Name,Author 27 Last Name,Author 27 Affiliation,Author 28 First Name,Author 28 Last Name,Author 28 Affiliation,Author 29 First Name,Author 29 Last Name,Author 29 Affiliation,Author 30 First Name,Author 30 Last Name,Author 30 Affiliation,Author 31 First Name,Author 31 Last Name,Author 31 Affiliation,Author 32 First Name,Author 32 Last Name,Author 32 Affiliation,Author 33 First Name,Author 33 Last Name,Author 33 Affiliation
prediction of mortality from respiratory distress among long-term mechanically ventilated patients,XX,XX,2014,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,2014,,2694-0604,Gregory,Boverman,,Sahika,Genc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mortality prediction in intensive care units with the super icu learner algorithm (sicula): a population-based study,24,11,2014,The Lancet. Respiratory medicine,3,1,2213-2619,Romain,Pirracchio,"Division of Biostatistics, School of Public Health, University of California, Berkeley, CA, USA; Service de Biostatistique et Information Médicale, Unité INSERM 1153, Equipe ECSTRA, Hôpital Saint Louis, Paris, France; Service d'Anesthésie-Réanimation, Hôpital Européen Georges Pompidou, Paris, France. Electronic address: romain.pirracchio@egp.aphp.fr.",Maya L,Petersen,"Division of Biostatistics, School of Public Health, University of California, Berkeley, CA, USA.",Marco,Carone,"Department of Biostatistics, School of Public Health, University of Washington, Seattle, WA, USA.",Matthieu Resche,Rigon,"Service de Biostatistique et Information Médicale, Unité INSERM 1153, Equipe ECSTRA, Hôpital Saint Louis, Paris, France.",Sylvie,Chevret,"Service de Biostatistique et Information Médicale, Unité INSERM 1153, Equipe ECSTRA, Hôpital Saint Louis, Paris, France.",Mark J,van der Laan,"Division of Biostatistics, School of Public Health, University of California, Berkeley, CA, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multi-label classification of chronically ill patients with bag of words and supervised dimensionality reduction algorithms,29,05,2014,Journal of biomedical informatics,51,,1532-0480,Stefano,Bromuri,"University of Applied Sciences Western Switzerland, Institute of Business Information Systems, TechnoArk 3, CH-3960 Sierre, Switzerland. Electronic address: stefano.bromuri@hevs.ch.",Damien,Zufferey,"University of Applied Sciences Western Switzerland, Institute of Business Information Systems, TechnoArk 3, CH-3960 Sierre, Switzerland.",Jean,Hennebert,"University of Applied Sciences Western Switzerland, Institute of Information and Communication Technologies, Bd de Pérolles 80, CH-1705 Fribourg, Switzerland.",Michael,Schumacher,"University of Applied Sciences Western Switzerland, Institute of Business Information Systems, TechnoArk 3, CH-3960 Sierre, Switzerland.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
predicting postoperative acute respiratory failure in critical care using nursing notes and physiological signals,XX,XX,2014,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,2014,,2694-0604,Vijay,Huddar,,Vaibhav,Rajan,,Sakyajit,Bhattacharya,,Shourya,Roy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
latent topic discovery of clinical concepts from hospital discharge summaries of a heterogeneous patient cohort,XX,XX,2014,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,2014,,2694-0604,Li-Wei,Lehman,,William,Long,,Mohammed,Saeed,,Roger,Mark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a physiological time series dynamics-based approach to patient monitoring and outcome prediction,30,06,2014,IEEE journal of biomedical and health informatics,19,3,2168-2208,Li-wei H,Lehman,,Ryan P,Adams,,Louis,Mayaud,,George B,Moody,,Atul,Malhotra,,Roger G,Mark,,Shamim,Nemati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
predictive value of lactate in unselected critically ill patients: an analysis using fractional polynomials,XX,07,2014,Journal of thoracic disease,6,7,2072-1439,Zhongheng,Zhang,"Department of Critical Care Medicine, Jinhua Municipal Central Hospital, Jinhua Hospital of Zhejiang University, Jinhua 321000, China.",Kun,Chen,"Department of Critical Care Medicine, Jinhua Municipal Central Hospital, Jinhua Hospital of Zhejiang University, Jinhua 321000, China.",Hongying,Ni,"Department of Critical Care Medicine, Jinhua Municipal Central Hospital, Jinhua Hospital of Zhejiang University, Jinhua 321000, China.",Haozhe,Fan,"Department of Critical Care Medicine, Jinhua Municipal Central Hospital, Jinhua Hospital of Zhejiang University, Jinhua 321000, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
predictive value of ionized calcium in critically ill patients: an analysis of a large clinical database mimic ii,15,04,2014,PloS one,9,4,1932-6203,Zhongheng,Zhang,"Department of Critical Care Medicine, Jinhua Municipal Central Hospital, Jinhua Hospital of Zhejiang University, Zhejiang, P.R. China.",Xiao,Xu,"Department of Critical Care Medicine, Jinhua Municipal Central Hospital, Jinhua Hospital of Zhejiang University, Zhejiang, P.R. China.",Hongying,Ni,"Department of Critical Care Medicine, Jinhua Municipal Central Hospital, Jinhua Hospital of Zhejiang University, Zhejiang, P.R. China.",Hongsheng,Deng,"Department of Critical Care Medicine, Jinhua Municipal Central Hospital, Jinhua Hospital of Zhejiang University, Zhejiang, P.R. China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hemodynamic-impact-based prioritization of ventricular tachycardia alarms,XX,XX,2014,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,2014,,2694-0604,Kalpit,Desai,,Michael,Lexa,,Brett,Matthews,,Sahika,Genc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word sense disambiguation in the clinical domain: a comparison of knowledge-rich and knowledge-poor unsupervised methods,17,01,2014,Journal of the American Medical Informatics Association : JAMIA,21,5,1527-974X,Rachel,Chasin,"Massachusetts Institute of Technology, Cambridge, Massachusetts, USA.",Anna,Rumshisky,"Department of Computer Science, University of Massachusetts, Lowell, Massachusetts, USA.",Ozlem,Uzuner,"Department of Information Studies, University at Albany, SUNY, Albany, New York, USA.",Peter,Szolovits,"Massachusetts Institute of Technology, Cambridge, Massachusetts, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
