Title,Publication Day,Publication Month,Publication Year,Journal Name,Journal Volume,Journal Issue,Journal ISSN,Author 1 First Name,Author 1 Last Name,Author 1 Affiliation,Author 2 First Name,Author 2 Last Name,Author 2 Affiliation,Author 3 First Name,Author 3 Last Name,Author 3 Affiliation,Author 4 First Name,Author 4 Last Name,Author 4 Affiliation,Author 5 First Name,Author 5 Last Name,Author 5 Affiliation,Author 6 First Name,Author 6 Last Name,Author 6 Affiliation,Author 7 First Name,Author 7 Last Name,Author 7 Affiliation,Author 8 First Name,Author 8 Last Name,Author 8 Affiliation,Author 9 First Name,Author 9 Last Name,Author 9 Affiliation,Author 10 First Name,Author 10 Last Name,Author 10 Affiliation,Author 11 First Name,Author 11 Last Name,Author 11 Affiliation,Author 12 First Name,Author 12 Last Name,Author 12 Affiliation,Author 13 First Name,Author 13 Last Name,Author 13 Affiliation,Author 14 First Name,Author 14 Last Name,Author 14 Affiliation,Author 15 First Name,Author 15 Last Name,Author 15 Affiliation,Author 16 First Name,Author 16 Last Name,Author 16 Affiliation,Author 17 First Name,Author 17 Last Name,Author 17 Affiliation,Publisher Name,Publisher Location,ISBN 1,ISBN 2,Author 18 First Name,Author 18 Last Name,Author 18 Affiliation,Author 19 First Name,Author 19 Last Name,Author 19 Affiliation,Collective Author 1,Author 20 First Name,Author 20 Last Name,Author 20 Affiliation,Author 21 First Name,Author 21 Last Name,Author 21 Affiliation,Author 22 First Name,Author 22 Last Name,Author 22 Affiliation,Author 23 First Name,Author 23 Last Name,Author 23 Affiliation,Author 24 First Name,Author 24 Last Name,Author 24 Affiliation,Author 25 First Name,Author 25 Last Name,Author 25 Affiliation,Author 26 First Name,Author 26 Last Name,Author 26 Affiliation,Author 27 First Name,Author 27 Last Name,Author 27 Affiliation,Author 28 First Name,Author 28 Last Name,Author 28 Affiliation,Author 29 First Name,Author 29 Last Name,Author 29 Affiliation,Author 30 First Name,Author 30 Last Name,Author 30 Affiliation,Author 31 First Name,Author 31 Last Name,Author 31 Affiliation,Author 32 First Name,Author 32 Last Name,Author 32 Affiliation,Author 33 First Name,Author 33 Last Name,Author 33 Affiliation
predictive value of red blood cell distribution width in critically ill patients with atrial fibrillation: a retrospective cohort study,18,01,2021,Annals of palliative medicine,10,3,2224-5839,Hongfen,Zeng,"Department of Operating Room, Sir Run Run Shaw Hospital, Zhejiang University School of Medicine, Hangzhou, China.",Tingting,Tao,"Department of Endocrinology, Changxing People's Hospital, Huzhou, China.",Zetao,Ma,"Department of Cardiology, Sir Run Run Shaw Hospital, Zhejiang University School of Medicine, Hangzhou, China; Key Laboratory of Cardiovascular Intervention and Regenerative Medicine of Zhejiang Province, Hangzhou, China.",Min,Wang,"Department of Cardiology, Sir Run Run Shaw Hospital, Zhejiang University School of Medicine, Hangzhou, China; Key Laboratory of Cardiovascular Intervention and Regenerative Medicine of Zhejiang Province, Hangzhou, China.",Xue,Lu,"Department of Cardiology, Sir Run Run Shaw Hospital, Zhejiang University School of Medicine, Hangzhou, China; Key Laboratory of Cardiovascular Intervention and Regenerative Medicine of Zhejiang Province, Hangzhou, China.",Yanbo,Zhao,"Department of Cardiology, Sir Run Run Shaw Hospital, Zhejiang University School of Medicine, Hangzhou, China; Key Laboratory of Cardiovascular Intervention and Regenerative Medicine of Zhejiang Province, Hangzhou, China. zhaoyb@zju.edu.cn.",Zhida,Shen,"Department of Cardiology, Sir Run Run Shaw Hospital, Zhejiang University School of Medicine, Hangzhou, China; Key Laboratory of Cardiovascular Intervention and Regenerative Medicine of Zhejiang Province, Hangzhou, China. shenzd@zju.edu.cn.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"association between body mass index and short-term mortality in patients with intra-abdominal infections: a retrospective, single-centre cohort study using the medical information mart for intensive care database",13,08,2021,BMJ open,11,8,2044-6055,Qinglin,Li,"Department of Hepatobiliary Surgery, The First Affiliated Hospital of Xi'an Jiaotong University, Xi'an, Shaanxi, China.",Yingmu,Tong,"Department of Hepatobiliary Surgery, The First Affiliated Hospital of Xi'an Jiaotong University, Xi'an, Shaanxi, China.",Sinan,Liu,"Department of Hepatobiliary Surgery, The First Affiliated Hospital of Xi'an Jiaotong University, Xi'an, Shaanxi, China.",Kaibo,Yang,"Department of Hepatobiliary Surgery, The First Affiliated Hospital of Xi'an Jiaotong University, Xi'an, Shaanxi, China.",Chang,Liu,"Department of Hepatobiliary Surgery, The First Affiliated Hospital of Xi'an Jiaotong University, Xi'an, Shaanxi, China you12ouy@163.com liuchangdoctor@163.com.",Jingyao,Zhang,"Department of Hepatobiliary Surgery, The First Affiliated Hospital of Xi'an Jiaotong University, Xi'an, Shaanxi, China you12ouy@163.com liuchangdoctor@163.com.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a new scoring system for predicting in-hospital death in patients having liver cirrhosis with esophageal varices,11,10,2021,Frontiers in medicine,8,,2296-858X,Fengshuo,Xu,"Department of Clinical Research, The First Affiliated Hospital of Jinan University, Guangzhou, China.",Luming,Zhang,"Intensive Care Unit, The First Affiliated Hospital of Jinan University, Guangzhou, China.",Zichen,Wang,"Department of Public Health, University of California, Irvine, Irvine, CA, United States.",Didi,Han,"Department of Clinical Research, The First Affiliated Hospital of Jinan University, Guangzhou, China.",Chengzhuo,Li,"Department of Clinical Research, The First Affiliated Hospital of Jinan University, Guangzhou, China.",Shuai,Zheng,"Department of Clinical Research, The First Affiliated Hospital of Jinan University, Guangzhou, China.",Haiyan,Yin,"Intensive Care Unit, The First Affiliated Hospital of Jinan University, Guangzhou, China.",Jun,Lyu,"Department of Clinical Research, The First Affiliated Hospital of Jinan University, Guangzhou, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recurrent neural network models for blood pressure monitoring using ppg morphological features,XX,11,2021,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,2021,,2694-0604,Chadi,El Hajj,,Panayiotis A,Kyriacou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
machine learning prediction models for prognosis of critically ill patients after open-heart surgery,09,02,2021,Scientific reports,11,1,2045-2322,Zhihua,Zhong,"College of Information Science and Technology, Jinan University, Guangzhou, China.",Xin,Yuan,"College of Traditional Chinese Medicine, Jinan University, Guangzhou, China.",Shizhen,Liu,"Department of Nephrology, The First Affiliated Hospital of Jinan University, 613 W.Huangpu Avenue, Guangzhou, 510632, China.",Yuer,Yang,"College of Cyber Security, Jinan University, Guangzhou, China.",Fanna,Liu,"Department of Nephrology, The First Affiliated Hospital of Jinan University, 613 W.Huangpu Avenue, Guangzhou, 510632, China. tliufana@jnu.edu.cn.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multitask prediction of organ dysfunction in the intensive care unit using sequential subnetwork routing,13,08,2021,Journal of the American Medical Informatics Association : JAMIA,28,9,1527-974X,Subhrajit,Roy,"Google Health, London, United Kingdom.",Diana,Mincu,"Google Health, London, United Kingdom.",Eric,Loreaux,"Google Health, London, United Kingdom.",Anne,Mottram,"Google Health, London, United Kingdom.",Ivan,Protsyuk,"Google Health, London, United Kingdom.",Natalie,Harris,"Google Health, London, United Kingdom.",Yuan,Xue,"Google Health, Mountain View, California, USA.",Jessica,Schrouff,"Google Health, London, United Kingdom.",Hugh,Montgomery,"Centre for Human Health and Performance, University College London, London, United Kingdom.",Alistair,Connell,"Google Health, London, United Kingdom.",Nenad,Tomasev,"DeepMind, London, United Kingdom.",Alan,Karthikesalingam,"Google Health, London, United Kingdom.",Martin,Seneviratne,"Google Health, London, United Kingdom.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
association between obesity and short-and long-term mortality in patients with acute respiratory distress syndrome based on the berlin definition,12,02,2021,Frontiers in endocrinology,11,,1664-2392,Wei,Zhang,"Department of Respiratory and Critical Care Medicine, Shaanxi Provincial People's Hospital, Xi'an, China.",Yadan,Wang,"Medical Department, Ruibiao (Wuhan) Biotechnology Co. Ltd, Wuhan, China.",Weijie,Li,"Department of Respiratory and Critical Care Medicine, Shaanxi Provincial People's Hospital, Xi'an, China.",Jun,Wang,"Department of Respiratory and Critical Care Medicine, Shaanxi Provincial People's Hospital, Xi'an, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a novel artificial intelligence based intensive care unit monitoring system: using physiological waveforms to identify sepsis,25,10,2021,"Philosophical transactions. Series A, Mathematical, physical, and engineering sciences",379,2212,1471-2962,Maximiliano,Mollura,"Department of Electronics, Information and Bioengineering, Politecnico di Milano, Milano, Italy.",Li-Wei H,Lehman,"Institute for Medical Engineering and Science, Massachusetts Institute of Technology, Cambridge, MA, USA.",Roger G,Mark,"Institute for Medical Engineering and Science, Massachusetts Institute of Technology, Cambridge, MA, USA.",Riccardo,Barbieri,"Department of Electronics, Information and Bioengineering, Politecnico di Milano, Milano, Italy.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
association between anion gap and mortality in critically ill patients with cardiogenic shock,24,08,2021,International journal of general medicine,14,,1178-7074,Tingting,Zhang,"Department of Clinical Laboratory, The Second Affiliated Hospital and Yuying Children's Hospital of Wenzhou Medical University, Wenzhou, Zhejiang, 325000, People's Republic of China.",Jie,Wang,"Department of Cardiology, The Second Affiliated Hospital and Yuying Children's Hospital, Wenzhou Medical University, Wenzhou, 325000, Zhejiang, People's Republic of China.",Xiangyang,Li,"Department of Clinical Laboratory, The Second Affiliated Hospital and Yuying Children's Hospital of Wenzhou Medical University, Wenzhou, Zhejiang, 325000, People's Republic of China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
improving prediction of low-prior clinical events with simultaneous general patient-state representation learning,08,06,2021,Artificial intelligence in medicine. Conference on Artificial Intelligence in Medicine (2005- ),12721,,,Matthew,Barren,"University of Pittsburgh, Pittsburgh PA 15260, USA.",Milos,Hauskrecht,"University of Pittsburgh, Pittsburgh PA 15260, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prediction of blood lactate values in critically ill patients: a retrospective multi-center cohort study,05,07,2021,Journal of clinical monitoring and computing,,,1573-2614,Behrooz,Mamandipoor,"Fondazione Bruno Kessler Research Institute, Trento, Italy.",Wesley,Yeung,"Laboratory for Computational Physiology, Harvard-MIT Health Sciences and Technology, Massachusetts Institute of Technology, Cambridge, MA, 02139, USA.",Louis,Agha-Mir-Salim,"Laboratory for Computational Physiology, Harvard-MIT Health Sciences and Technology, Massachusetts Institute of Technology, Cambridge, MA, 02139, USA.",David J,Stone,"Departments of Anesthesiology and Neurosurgery, and the Center for Advanced Medical Analytics, University of Virginia School of Medicine, Charlottesville, VA, 22908, USA.",Venet,Osmani,"Fondazione Bruno Kessler Research Institute, Trento, Italy. vosmani@fbk.eu.",Leo Anthony,Celi,"Laboratory for Computational Physiology, Harvard-MIT Health Sciences and Technology, Massachusetts Institute of Technology, Cambridge, MA, 02139, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admission serum ionized and total calcium as new predictors of mortality in patients with cardiogenic shock,08,04,2021,BioMed research international,2021,,2314-6141,Yue,Yu,"Department of Cardiothoracic Surgery, Changzheng Hospital, Naval Medical University, Shanghai 200003, China.",Jingwen,Yu,"Department of Cardiothoracic Surgery, Changzheng Hospital, Naval Medical University, Shanghai 200003, China.",Renqi,Yao,"Translational Medicine Research Center, Fourth Medical Center and Medical Innovation Research Division of the Chinese PLA General Hospital, Beijing 100048, China.",Pei,Wang,"Department of Cardiothoracic Surgery, Changzheng Hospital, Naval Medical University, Shanghai 200003, China.",Yufeng,Zhang,"Department of Cardiothoracic Surgery, Changzheng Hospital, Naval Medical University, Shanghai 200003, China.",Jian,Xiao,"Department of Cardiothoracic Surgery, Changzheng Hospital, Naval Medical University, Shanghai 200003, China.",Zhinong,Wang,"Department of Cardiothoracic Surgery, Changzheng Hospital, Naval Medical University, Shanghai 200003, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
