Title,Publication Day,Publication Month,Publication Year,Journal Name,Journal Volume,Journal Issue,Journal ISSN,Author 1 First Name,Author 1 Last Name,Author 1 Affiliation,Author 2 First Name,Author 2 Last Name,Author 2 Affiliation,Author 3 First Name,Author 3 Last Name,Author 3 Affiliation,Author 4 First Name,Author 4 Last Name,Author 4 Affiliation,Author 5 First Name,Author 5 Last Name,Author 5 Affiliation,Author 6 First Name,Author 6 Last Name,Author 6 Affiliation,Author 7 First Name,Author 7 Last Name,Author 7 Affiliation,Author 8 First Name,Author 8 Last Name,Author 8 Affiliation,Author 9 First Name,Author 9 Last Name,Author 9 Affiliation,Author 10 First Name,Author 10 Last Name,Author 10 Affiliation,Author 11 First Name,Author 11 Last Name,Author 11 Affiliation,Author 12 First Name,Author 12 Last Name,Author 12 Affiliation,Author 13 First Name,Author 13 Last Name,Author 13 Affiliation,Author 14 First Name,Author 14 Last Name,Author 14 Affiliation,Author 15 First Name,Author 15 Last Name,Author 15 Affiliation,Author 16 First Name,Author 16 Last Name,Author 16 Affiliation,Author 17 First Name,Author 17 Last Name,Author 17 Affiliation,Publisher Name,Publisher Location,ISBN 1,ISBN 2,Author 18 First Name,Author 18 Last Name,Author 18 Affiliation,Author 19 First Name,Author 19 Last Name,Author 19 Affiliation,Collective Author 1,Author 20 First Name,Author 20 Last Name,Author 20 Affiliation,Author 21 First Name,Author 21 Last Name,Author 21 Affiliation,Author 22 First Name,Author 22 Last Name,Author 22 Affiliation,Author 23 First Name,Author 23 Last Name,Author 23 Affiliation,Author 24 First Name,Author 24 Last Name,Author 24 Affiliation,Author 25 First Name,Author 25 Last Name,Author 25 Affiliation,Author 26 First Name,Author 26 Last Name,Author 26 Affiliation,Author 27 First Name,Author 27 Last Name,Author 27 Affiliation,Author 28 First Name,Author 28 Last Name,Author 28 Affiliation,Author 29 First Name,Author 29 Last Name,Author 29 Affiliation,Author 30 First Name,Author 30 Last Name,Author 30 Affiliation,Author 31 First Name,Author 31 Last Name,Author 31 Affiliation,Author 32 First Name,Author 32 Last Name,Author 32 Affiliation,Author 33 First Name,Author 33 Last Name,Author 33 Affiliation
predicting in-hospital mortality of patients with acute kidney injury in the icu using random forest model,12,02,2019,International journal of medical informatics,125,,1872-8243,Ke,Lin,"National Institute of Health Data Science, Peking University, Beijing, China; Center for Data Science in Health and Medicine, Peking University, Beijing, China; Department of Epidemiology and Biostatistics, School of Public Health, Peking University, Beijing, China.",Yonghua,Hu,"Department of Epidemiology and Biostatistics, School of Public Health, Peking University, Beijing, China; Medical Informatics Center, Peking University, Beijing, China.",Guilan,Kong,"National Institute of Health Data Science, Peking University, Beijing, China; Center for Data Science in Health and Medicine, Peking University, Beijing, China. Electronic address: guilan.kong@hsc.pku.edu.cn.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
noise detection in electrocardiogram signals for intensive care unit patients,01,07,2019,"IEEE access : practical innovations, open solutions",7,,2169-3536,Syed Khairul,Bashar,"Department of Biomedical Engineering, University of Connecticut, Storrs, CT 06269, USA.",Eric,Ding,"Division of Cardiology, University of Massachusetts Medical School, Worcester, MA 01655, USA.",Allan J,Walkey,"Department of Medicine, Boston University School of Medicine, Boston, MA 02118, USA.",David D,McManus,"Division of Cardiology, University of Massachusetts Medical School, Worcester, MA 01655, USA.",Ki H,Chon,"Department of Biomedical Engineering, University of Connecticut, Storrs, CT 06269, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a visualisation and extraction tool for time series in the mimic iii database,03,09,2019,Studies in health technology and informatics,267,,1879-8365,Sven,Festag,"Department of Medical Informatics, Medical Faculty, RWTH Aachen University.",Cord,Spreckelsen,"Department of Medical Informatics, Medical Faculty, RWTH Aachen University.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
an attention based deep learning model of clinical events in the intensive care unit,13,02,2019,PloS one,14,2,1932-6203,Deepak A,Kaji,"Icahn School of Medicine at Mount Sinai, Department of Orthopaedics, New York, NY, United States of America.",John R,Zech,"Icahn School of Medicine at Mount Sinai, Department of Orthopaedics, New York, NY, United States of America.",Jun S,Kim,"Icahn School of Medicine at Mount Sinai, Department of Orthopaedics, New York, NY, United States of America.",Samuel K,Cho,"Icahn School of Medicine at Mount Sinai, Department of Orthopaedics, New York, NY, United States of America.",Neha S,Dangayach,"Icahn School of Medicine at Mount Sinai, Department of Neurological Surgery, New York, NY, United States of America.",Anthony B,Costa,"Icahn School of Medicine at Mount Sinai, Department of Neurological Surgery, New York, NY, United States of America.",Eric K,Oermann,"Icahn School of Medicine at Mount Sinai, Department of Neurological Surgery, New York, NY, United States of America.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nocturnal mean arterial pressure rising is associated with mortality in the intensive care unit: a retrospective cohort study,28,09,2019,Journal of the American Heart Association,8,19,2047-9980,Jiamei,Li,Department of Critical Care Medicine The Second Affiliated Hospital of Xi'an Jiaotong University Xi'an China.,Ruohan,Li,Department of Critical Care Medicine The Second Affiliated Hospital of Xi'an Jiaotong University Xi'an China.,Ya,Gao,Department of Critical Care Medicine The Second Affiliated Hospital of Xi'an Jiaotong University Xi'an China.,Jingjing,Zhang,Department of Critical Care Medicine The Second Affiliated Hospital of Xi'an Jiaotong University Xi'an China.,Yujie,Zhao,Department of Critical Care Medicine The Second Affiliated Hospital of Xi'an Jiaotong University Xi'an China.,Xiaoling,Zhang,Department of Critical Care Medicine The Second Affiliated Hospital of Xi'an Jiaotong University Xi'an China.,Gang,Wang,Department of Critical Care Medicine The Second Affiliated Hospital of Xi'an Jiaotong University Xi'an China.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enhancing prediction models for one-year mortality in patients with acute myocardial infarction and post myocardial infarction syndrome,21,08,2019,Studies in health technology and informatics,264,,1879-8365,Seyedeh Neelufar,Payrovnaziri,"School of Information, Florida State University, Tallahassee, Florida, USA.",Laura A,Barrett,"School of Information, Florida State University, Tallahassee, Florida, USA.",Daniel,Bis,"Department of Computer Science, Florida State University, Tallahassee, Florida, USA.",Jiang,Bian,"Department of Health Outcomes and Biomedical Informatics, University of Florida, Gainesville, Florida, USA.",Zhe,He,"School of Information, Florida State University, Tallahassee, Florida, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
incorporating medical code descriptions for diagnosis prediction in healthcare,19,12,2019,BMC medical informatics and decision making,19,Suppl 6,1472-6947,Fenglong,Ma,"Pennsylvania State University, State College, PA, USA. fenglong@psu.edu.",Yaqing,Wang,"University at Buffalo, Buffalo, NY, USA.",Houping,Xiao,"Georgia State University, Atlanta, GA, USA.",Ye,Yuan,"Beijing University of Technology, Beijing, China.",Radha,Chitta,"Kira Systems, Toronto, ON, Canada.",Jing,Zhou,"eHealth Inc., Mountain View, CA, USA.",Jing,Gao,"University at Buffalo, Buffalo, NY, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
developing a fhir-based ehr phenotyping framework: a case study for identification of patients with obesity and multiple comorbidities from discharge summaries,14,10,2019,Journal of biomedical informatics,99,,1532-0480,Na,Hong,"Mayo Clinic, Rochester, MN, USA.",Andrew,Wen,"Mayo Clinic, Rochester, MN, USA.",Daniel J,Stone,"Mayo Clinic, Rochester, MN, USA.",Shintaro,Tsuji,"Mayo Clinic, Rochester, MN, USA.",Paul R,Kingsbury,"Mayo Clinic, Rochester, MN, USA.",Luke V,Rasmussen,"Northwestern University Feinberg School of Medicine, Chicago, IL, USA.",Jennifer A,Pacheco,"Northwestern University Feinberg School of Medicine, Chicago, IL, USA.",Prakash,Adekkanattu,"Weill Cornell Medicine, New York City, NY, USA.",Fei,Wang,"Weill Cornell Medicine, New York City, NY, USA.",Yuan,Luo,"Northwestern University Feinberg School of Medicine, Chicago, IL, USA.",Jyotishman,Pathak,"Weill Cornell Medicine, New York City, NY, USA.",Hongfang,Liu,"Mayo Clinic, Rochester, MN, USA.",Guoqian,Jiang,"Mayo Clinic, Rochester, MN, USA. Electronic address: Jiang.Guoqian@mayo.edu.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elevated urea-to-creatinine ratio provides a biochemical signature of muscle catabolism and persistent critical illness after major trauma,17,09,2019,Intensive care medicine,45,12,1432-1238,Ryan W,Haines,"Critical Care and Perioperative Medicine Research Group, Adult Critical Care Unit, The Royal London Hospital, Barts Health NHS Trust, Whitechapel Road, London, E1 1BB, UK.",Parjam,Zolfaghari,"Critical Care and Perioperative Medicine Research Group, Adult Critical Care Unit, The Royal London Hospital, Barts Health NHS Trust, Whitechapel Road, London, E1 1BB, UK.",Yize,Wan,"Critical Care and Perioperative Medicine Research Group, Adult Critical Care Unit, The Royal London Hospital, Barts Health NHS Trust, Whitechapel Road, London, E1 1BB, UK.",Rupert M,Pearse,"Critical Care and Perioperative Medicine Research Group, Adult Critical Care Unit, The Royal London Hospital, Barts Health NHS Trust, Whitechapel Road, London, E1 1BB, UK.",Zudin,Puthucheary,"Critical Care and Perioperative Medicine Research Group, Adult Critical Care Unit, The Royal London Hospital, Barts Health NHS Trust, Whitechapel Road, London, E1 1BB, UK.",John R,Prowle,"Critical Care and Perioperative Medicine Research Group, Adult Critical Care Unit, The Royal London Hospital, Barts Health NHS Trust, Whitechapel Road, London, E1 1BB, UK. j.prowle@qmul.ac.uk.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-deoxy-d-glucose and its analogs: from diagnostic to therapeutic agents,29,12,2019,International journal of molecular sciences,21,1,1422-0067,B,Pajak,"Independent Laboratory of Genetic and Molecular Biology, Kaczkowski Military Institute of Hygiene and Epidemiology, Kozielska 4, 01-163 Warsaw, Poland.",E,Siwiak,"Independent Laboratory of Genetic and Molecular Biology, Kaczkowski Military Institute of Hygiene and Epidemiology, Kozielska 4, 01-163 Warsaw, Poland.",M,Sołtyka,"Independent Laboratory of Genetic and Molecular Biology, Kaczkowski Military Institute of Hygiene and Epidemiology, Kozielska 4, 01-163 Warsaw, Poland.",A,Priebe,"Texas Oncology, Division of Gynecologic Oncology, 910 E. Houston Street, Tyler, TX 75702, USA.",R,Zieliński,"Department of Experimental Therapeutics, The University of Texas MD Anderson Cancer Center, 1901 East Rd., Houston, TX 77054, USA.",I,Fokt,"Department of Experimental Therapeutics, The University of Texas MD Anderson Cancer Center, 1901 East Rd., Houston, TX 77054, USA.",M,Ziemniak,"Biological and Chemical Research Centre, Department of Chemistry, University of Warsaw, 02-089 Warsaw, Poland.",A,Jaśkiewicz,"Independent Laboratory of Genetic and Molecular Biology, Kaczkowski Military Institute of Hygiene and Epidemiology, Kozielska 4, 01-163 Warsaw, Poland.",R,Borowski,"Independent Laboratory of Genetic and Molecular Biology, Kaczkowski Military Institute of Hygiene and Epidemiology, Kozielska 4, 01-163 Warsaw, Poland.",T,Domoradzki,"Independent Laboratory of Genetic and Molecular Biology, Kaczkowski Military Institute of Hygiene and Epidemiology, Kozielska 4, 01-163 Warsaw, Poland.",W,Priebe,"Department of Experimental Therapeutics, The University of Texas MD Anderson Cancer Center, 1901 East Rd., Houston, TX 77054, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a new prediction model for assessing the clinical outcomes of icu patients with community-acquired pneumonia: a decision tree analysis,23,03,2019,Annals of medicine,51,1,1365-2060,Shufang,Zhang,"a Department of Cardiology, Second Affiliated Hospital , Zhejiang University School of Medicine , Hangzhou , Zhejiang , PR China.",Kai,Zhang,"b Department of Critical Care Medicine, Second Affiliated Hospital , Zhejiang University School of Medicine , Hangzhou , Zhejiang , PR China.",Yang,Yu,"b Department of Critical Care Medicine, Second Affiliated Hospital , Zhejiang University School of Medicine , Hangzhou , Zhejiang , PR China.",Baoping,Tian,"b Department of Critical Care Medicine, Second Affiliated Hospital , Zhejiang University School of Medicine , Hangzhou , Zhejiang , PR China.",Wei,Cui,"b Department of Critical Care Medicine, Second Affiliated Hospital , Zhejiang University School of Medicine , Hangzhou , Zhejiang , PR China.",Gensheng,Zhang,"b Department of Critical Care Medicine, Second Affiliated Hospital , Zhejiang University School of Medicine , Hangzhou , Zhejiang , PR China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
estimation of the blood pressure waveform using electrocardiography<sup>.</sup>,XX,07,2019,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,2019,,2694-0604,Cederick,Landry,,Sean D,Peterson,,Arash,Arami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blood pressure estimation from photoplethysmogram using a spectro-temporal deep neural network,04,08,2019,"Sensors (Basel, Switzerland)",19,15,1424-8220,Gašper,Slapničar,"Jožef Stefan Institute, 1000 Ljubljana, Slovenia. gasper.slapnicar@ijs.si.",Nejc,Mlakar,"Faculty of Computer and Information Science, University of Ljubljana, 1000 Ljubljana, Slovenia.",Mitja,Luštrek,"Jožef Stefan Institute, 1000 Ljubljana, Slovenia.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
