Title,Publication Day,Publication Month,Publication Year,Journal Name,Journal Volume,Journal Issue,Journal ISSN,Author 1 First Name,Author 1 Last Name,Author 1 Affiliation,Author 2 First Name,Author 2 Last Name,Author 2 Affiliation,Author 3 First Name,Author 3 Last Name,Author 3 Affiliation,Author 4 First Name,Author 4 Last Name,Author 4 Affiliation,Author 5 First Name,Author 5 Last Name,Author 5 Affiliation,Author 6 First Name,Author 6 Last Name,Author 6 Affiliation,Author 7 First Name,Author 7 Last Name,Author 7 Affiliation,Author 8 First Name,Author 8 Last Name,Author 8 Affiliation,Author 9 First Name,Author 9 Last Name,Author 9 Affiliation,Author 10 First Name,Author 10 Last Name,Author 10 Affiliation,Author 11 First Name,Author 11 Last Name,Author 11 Affiliation,Author 12 First Name,Author 12 Last Name,Author 12 Affiliation,Author 13 First Name,Author 13 Last Name,Author 13 Affiliation,Author 14 First Name,Author 14 Last Name,Author 14 Affiliation,Author 15 First Name,Author 15 Last Name,Author 15 Affiliation,Author 16 First Name,Author 16 Last Name,Author 16 Affiliation,Author 17 First Name,Author 17 Last Name,Author 17 Affiliation,Publisher Name,Publisher Location,ISBN 1,ISBN 2,Author 18 First Name,Author 18 Last Name,Author 18 Affiliation,Author 19 First Name,Author 19 Last Name,Author 19 Affiliation,Collective Author 1,Author 20 First Name,Author 20 Last Name,Author 20 Affiliation,Author 21 First Name,Author 21 Last Name,Author 21 Affiliation,Author 22 First Name,Author 22 Last Name,Author 22 Affiliation,Author 23 First Name,Author 23 Last Name,Author 23 Affiliation,Author 24 First Name,Author 24 Last Name,Author 24 Affiliation,Author 25 First Name,Author 25 Last Name,Author 25 Affiliation,Author 26 First Name,Author 26 Last Name,Author 26 Affiliation,Author 27 First Name,Author 27 Last Name,Author 27 Affiliation,Author 28 First Name,Author 28 Last Name,Author 28 Affiliation,Author 29 First Name,Author 29 Last Name,Author 29 Affiliation,Author 30 First Name,Author 30 Last Name,Author 30 Affiliation,Author 31 First Name,Author 31 Last Name,Author 31 Affiliation,Author 32 First Name,Author 32 Last Name,Author 32 Affiliation,Author 33 First Name,Author 33 Last Name,Author 33 Affiliation
enhancing prediction models for one-year mortality in patients with acute myocardial infarction and post myocardial infarction syndrome,21,08,2019,Studies in health technology and informatics,264,,1879-8365,Seyedeh Neelufar,Payrovnaziri,"School of Information, Florida State University, Tallahassee, Florida, USA.",Laura A,Barrett,"School of Information, Florida State University, Tallahassee, Florida, USA.",Daniel,Bis,"Department of Computer Science, Florida State University, Tallahassee, Florida, USA.",Jiang,Bian,"Department of Health Outcomes and Biomedical Informatics, University of Florida, Gainesville, Florida, USA.",Zhe,He,"School of Information, Florida State University, Tallahassee, Florida, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elevated urea-to-creatinine ratio provides a biochemical signature of muscle catabolism and persistent critical illness after major trauma,17,09,2019,Intensive care medicine,45,12,1432-1238,Ryan W,Haines,"Critical Care and Perioperative Medicine Research Group, Adult Critical Care Unit, The Royal London Hospital, Barts Health NHS Trust, Whitechapel Road, London, E1 1BB, UK.",Parjam,Zolfaghari,"Critical Care and Perioperative Medicine Research Group, Adult Critical Care Unit, The Royal London Hospital, Barts Health NHS Trust, Whitechapel Road, London, E1 1BB, UK.",Yize,Wan,"Critical Care and Perioperative Medicine Research Group, Adult Critical Care Unit, The Royal London Hospital, Barts Health NHS Trust, Whitechapel Road, London, E1 1BB, UK.",Rupert M,Pearse,"Critical Care and Perioperative Medicine Research Group, Adult Critical Care Unit, The Royal London Hospital, Barts Health NHS Trust, Whitechapel Road, London, E1 1BB, UK.",Zudin,Puthucheary,"Critical Care and Perioperative Medicine Research Group, Adult Critical Care Unit, The Royal London Hospital, Barts Health NHS Trust, Whitechapel Road, London, E1 1BB, UK.",John R,Prowle,"Critical Care and Perioperative Medicine Research Group, Adult Critical Care Unit, The Royal London Hospital, Barts Health NHS Trust, Whitechapel Road, London, E1 1BB, UK. j.prowle@qmul.ac.uk.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a new prediction model for assessing the clinical outcomes of icu patients with community-acquired pneumonia: a decision tree analysis,23,03,2019,Annals of medicine,51,1,1365-2060,Shufang,Zhang,"a Department of Cardiology, Second Affiliated Hospital , Zhejiang University School of Medicine , Hangzhou , Zhejiang , PR China.",Kai,Zhang,"b Department of Critical Care Medicine, Second Affiliated Hospital , Zhejiang University School of Medicine , Hangzhou , Zhejiang , PR China.",Yang,Yu,"b Department of Critical Care Medicine, Second Affiliated Hospital , Zhejiang University School of Medicine , Hangzhou , Zhejiang , PR China.",Baoping,Tian,"b Department of Critical Care Medicine, Second Affiliated Hospital , Zhejiang University School of Medicine , Hangzhou , Zhejiang , PR China.",Wei,Cui,"b Department of Critical Care Medicine, Second Affiliated Hospital , Zhejiang University School of Medicine , Hangzhou , Zhejiang , PR China.",Gensheng,Zhang,"b Department of Critical Care Medicine, Second Affiliated Hospital , Zhejiang University School of Medicine , Hangzhou , Zhejiang , PR China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building computational models to predict one-year mortality in icu patients with acute myocardial infarction and post myocardial infarction syndrome,06,05,2019,AMIA Joint Summits on Translational Science proceedings. AMIA Joint Summits on Translational Science,2019,,2153-4063,Laura A,Barrett,"School of Information, Florida State University, Tallahassee, Florida, USA.",Seyedeh Neelufar,Payrovnaziri,"School of Information, Florida State University, Tallahassee, Florida, USA.",Jiang,Bian,"Department of Health Outcomes and Biomedical Informatics, University of Florida, Gainesville, Florida, USA.",Zhe,He,"School of Information, Florida State University, Tallahassee, Florida, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
utilization of echocardiography during septic shock was associated with a decreased 28-day mortality: a propensity score-matched analysis of the mimic-iii database,XX,11,2019,Annals of translational medicine,7,22,2305-5839,Peng,Lan,"Department of Infectious Diseases Sir Run Run Shaw Hospital, College of Medicine, Zhejiang University, Hangzhou 310016, China.",Ting-Ting,Wang,"Department of Critical Care Medicine, Sir Run Run Shaw Hospital, College of Medicine, Zhejiang University, Hangzhou 310016, China.",Hang-Yang,Li,"Department of Critical Care Medicine, Sir Run Run Shaw Hospital, College of Medicine, Zhejiang University, Hangzhou 310016, China.",Ru-Shuang,Yan,"Department of Critical Care Medicine, Sir Run Run Shaw Hospital, College of Medicine, Zhejiang University, Hangzhou 310016, China.",Wei-Chao,Liao,"Department of Critical Care Medicine, Sir Run Run Shaw Hospital, College of Medicine, Zhejiang University, Hangzhou 310016, China.",Bu-Wen,Yu,"Department of Critical Care Medicine, Sir Run Run Shaw Hospital, College of Medicine, Zhejiang University, Hangzhou 310016, China.",Qian-Qian,Wang,"Department of Critical Care Medicine, Sir Run Run Shaw Hospital, College of Medicine, Zhejiang University, Hangzhou 310016, China.",Ling,Lin,"Department of Critical Care Medicine, Sir Run Run Shaw Hospital, College of Medicine, Zhejiang University, Hangzhou 310016, China.",Kong-Han,Pan,"Department of Critical Care Medicine, Sir Run Run Shaw Hospital, College of Medicine, Zhejiang University, Hangzhou 310016, China.",Yun-Song,Yu,"Department of Infectious Diseases Sir Run Run Shaw Hospital, College of Medicine, Zhejiang University, Hangzhou 310016, China.",Jian-Cang,Zhou,"Department of Critical Care Medicine, Sir Run Run Shaw Hospital, College of Medicine, Zhejiang University, Hangzhou 310016, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
construction of multi-parameter emergency database and preliminary application research,25,10,2019,Sheng wu yi xue gong cheng xue za zhi = Journal of biomedical engineering = Shengwu yixue gongchengxue zazhi,36,5,1001-5515,Junmei,Wang,"School of Biological Science and Medical Engineering, Beihang University, Beijing 100191, P.R.China.",Tongbo,Liu,"Computer Department, Chinese PLA General Hospital, Beijing 100853, P.R.China.",Yuyao,Sun,"School of Software, Southeast University, Suzhou, Jiangsu 215123, P.R.China.",Peiyao,Li,"Medical Engineering Support Center, Chinese PLA General Hospital, Beijing 100853, P.R.China.",Yuzhuo,Zhao,"Emergency Department, Chinese PLA General Hospital, Beijing 100853, P.R.China.",Zhengbo,Zhang,"Medical Engineering Support Center, Chinese PLA General Hospital, Beijing 100853, P.R.China;Medical Big Data Center, Chinese PLA General Hospital, Beijing 100853, P.R.China;Medical Device Research and Development and Evaluation Center, Chinese PLA General Hospital, Beijing 100853, P.R.China.zhengbozhang@126.com.",Wanguo,Xue,"Medical Big Data Center, Chinese PLA General Hospital, Beijing 100853, P.R.China.",Tanshi,Li,"Emergency Department, Chinese PLA General Hospital, Beijing 100853, P.R.China.",Desen,Cao,"Medical Engineering Support Center, Chinese PLA General Hospital, Beijing 100853, P.R.China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
predicting the incidence of pressure ulcers in the intensive care unit using machine learning,05,09,2019,"EGEMS (Washington, DC)",7,1,2327-9214,Eric M,Cramer,"Department of Biomedical Informatics, Stanford University, US.",Martin G,Seneviratne,"Department of Biomedical Informatics, Stanford University, US.",Husham,Sharifi,"Department of Biomedical Informatics, Stanford University, US.",Alp,Ozturk,"Department of Computer Science, Stanford University, US.",Tina,Hernandez-Boussard,"Department of Biomedical Informatics, Stanford University, US.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
assessing the readability of freely available icu notes,06,05,2019,AMIA Joint Summits on Translational Science proceedings. AMIA Joint Summits on Translational Science,2019,,2153-4063,Wu-Chen,Su,"Department of Biomedical Informatics, University of Cincinnati, Cincinnati, OH.",Kevin,Dufendach,"Department of Biomedical Informatics, University of Cincinnati, Cincinnati, OH.",Danny T Y,Wu,"Department of Biomedical Informatics, University of Cincinnati, Cincinnati, OH.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a long short-term memory ensemble approach for improving the outcome prediction in intensive care unit,03,11,2019,Computational and mathematical methods in medicine,2019,,1748-6718,Jing,Xia,"Department of Biomedical Engineering, Zhejiang University, 38 Zheda Road, Hangzhou 310027, China.",Su,Pan,"Department of Biomedical Engineering, Zhejiang University, 38 Zheda Road, Hangzhou 310027, China.",Min,Zhu,"Department of Biomedical Engineering, Zhejiang University, 38 Zheda Road, Hangzhou 310027, China.",Guolong,Cai,"Department of ICU, Zhejiang Hospital, 12 Lingyin Road, Hangzhou 310013, China.",Molei,Yan,"Department of ICU, Zhejiang Hospital, 12 Lingyin Road, Hangzhou 310013, China.",Qun,Su,"Department of ICU, The First Affiliated Hospital, Zhejiang University, 79 Qingchun Road, Hangzhou 310003, China.",Jing,Yan,"Department of ICU, Zhejiang Hospital, 12 Lingyin Road, Hangzhou 310013, China.",Gangmin,Ning,"Department of Biomedical Engineering, Zhejiang University, 38 Zheda Road, Hangzhou 310027, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blood pressure estimation based on pulse arrival time and heart rate : a correlation analysis for critically ill patients<sup>.</sup>,XX,07,2019,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,2019,,2694-0604,Ashutosh,Dash,,Karan,Jain,,Nirmalya,Ghosh,,Amit,Patra,,Anirban Dutta,Choudhury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the neutrophil-lymphocyte ratio: a promising predictor of mortality in coronary care unit patients - a cohort study,19,06,2019,International immunopharmacology,74,,1878-1705,Huankun,Sun,"Department of Cardiology, The Second Affiliated Hospital and Yuying Children's Hospital, Wenzhou Medical University, Wenzhou 325000, Zhejiang, China.",Jiaqun,Que,"Department of Cardiology, The Second Affiliated Hospital and Yuying Children's Hospital, Wenzhou Medical University, Wenzhou 325000, Zhejiang, China.",Yangpei,Peng,"Department of Cardiology, The Second Affiliated Hospital and Yuying Children's Hospital, Wenzhou Medical University, Wenzhou 325000, Zhejiang, China.",Haihao,Ye,"Department of Cardiology, The Second Affiliated Hospital and Yuying Children's Hospital, Wenzhou Medical University, Wenzhou 325000, Zhejiang, China; Department of Cardiology, Wenzhou Hospital of Traditional Chinese Medicine, Wenzhou 325000, Zhejiang, China.",Huaqiang,Xiang,"Department of Cardiology, The Second Affiliated Hospital and Yuying Children's Hospital, Wenzhou Medical University, Wenzhou 325000, Zhejiang, China.",Yueyuan,Han,"Department of Cardiology, The Second Affiliated Hospital and Yuying Children's Hospital, Wenzhou Medical University, Wenzhou 325000, Zhejiang, China.",Jie,Wang,"Department of Endocrinology, Affiliated Hospital of Yanbian University, Yanji 133002, Jilin, China. Electronic address: 393551062@qq.com.",Kangting,Ji,"Department of Cardiology, The Second Affiliated Hospital and Yuying Children's Hospital, Wenzhou Medical University, Wenzhou 325000, Zhejiang, China. Electronic address: jikt@wzmc.edu.cn.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red blood cell distribution width provides additional prognostic value beyond severity scores in adult critical illness,13,08,2019,Clinica chimica acta; international journal of clinical chemistry,498,,1873-3492,Yan-Qiu,Han,"Department of Laboratory Medicine, The Affiliated Hospital of Inner Mongolia Medical University, Hohhot, China.",Li,Yan,"Department of Respiratory and Critical Care Medicine, The Affiliated Hospital of Inner Mongolia Medical University, Hohhot, China.",Lei,Zhang,"Department of Laboratory Medicine, The Affiliated Hospital of Inner Mongolia Medical University, Hohhot, China.",Pei-Heng,Ouyang,"Department of Laboratory Medicine, The Affiliated Hospital of Inner Mongolia Medical University, Hohhot, China.",Peng,Li,"Department of Laboratory Medicine, The Affiliated Hospital of Inner Mongolia Medical University, Hohhot, China.",Hemant,Goyal,"The Wright Center for Graduate Medical Education, 111 North Washington Avenue, Scranton, PA, 18503, USA.",Zhi-De,Hu,"Department of Laboratory Medicine, The Affiliated Hospital of Inner Mongolia Medical University, Hohhot, China. Electronic address: hzdlj81@163.com.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data-driven discovery of a novel sepsis pre-shock state predicts impending septic shock in the icu,16,04,2019,Scientific reports,9,1,2045-2322,Ran,Liu,"Institute for Computational Medicine, The Johns Hopkins University, Maryland, USA.",Joseph L,Greenstein,"Institute for Computational Medicine, The Johns Hopkins University, Maryland, USA.",Stephen J,Granite,"Institute for Computational Medicine, The Johns Hopkins University, Maryland, USA.",James C,Fackler,"Department of Anesthesiology and Critical Care Medicine, The Johns Hopkins University School of Medicine, Maryland, USA.",Melania M,Bembea,"Department of Anesthesiology and Critical Care Medicine, The Johns Hopkins University School of Medicine, Maryland, USA.",Sridevi V,Sarma,"Institute for Computational Medicine, The Johns Hopkins University, Maryland, USA. ssarma2@jhu.edu.",Raimond L,Winslow,"Institute for Computational Medicine, The Johns Hopkins University, Maryland, USA. rwinslow@jhu.edu.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
