Title,Publication Day,Publication Month,Publication Year,Journal Name,Journal Volume,Journal Issue,Journal ISSN,Author 1 First Name,Author 1 Last Name,Author 1 Affiliation,Author 2 First Name,Author 2 Last Name,Author 2 Affiliation,Author 3 First Name,Author 3 Last Name,Author 3 Affiliation,Author 4 First Name,Author 4 Last Name,Author 4 Affiliation,Author 5 First Name,Author 5 Last Name,Author 5 Affiliation,Author 6 First Name,Author 6 Last Name,Author 6 Affiliation,Author 7 First Name,Author 7 Last Name,Author 7 Affiliation,Author 8 First Name,Author 8 Last Name,Author 8 Affiliation,Author 9 First Name,Author 9 Last Name,Author 9 Affiliation,Author 10 First Name,Author 10 Last Name,Author 10 Affiliation,Author 11 First Name,Author 11 Last Name,Author 11 Affiliation,Author 12 First Name,Author 12 Last Name,Author 12 Affiliation,Author 13 First Name,Author 13 Last Name,Author 13 Affiliation,Author 14 First Name,Author 14 Last Name,Author 14 Affiliation,Author 15 First Name,Author 15 Last Name,Author 15 Affiliation,Author 16 First Name,Author 16 Last Name,Author 16 Affiliation,Author 17 First Name,Author 17 Last Name,Author 17 Affiliation,Publisher Name,Publisher Location,ISBN 1,ISBN 2,Author 18 First Name,Author 18 Last Name,Author 18 Affiliation,Author 19 First Name,Author 19 Last Name,Author 19 Affiliation,Collective Author 1,Author 20 First Name,Author 20 Last Name,Author 20 Affiliation,Author 21 First Name,Author 21 Last Name,Author 21 Affiliation,Author 22 First Name,Author 22 Last Name,Author 22 Affiliation,Author 23 First Name,Author 23 Last Name,Author 23 Affiliation,Author 24 First Name,Author 24 Last Name,Author 24 Affiliation,Author 25 First Name,Author 25 Last Name,Author 25 Affiliation,Author 26 First Name,Author 26 Last Name,Author 26 Affiliation,Author 27 First Name,Author 27 Last Name,Author 27 Affiliation,Author 28 First Name,Author 28 Last Name,Author 28 Affiliation,Author 29 First Name,Author 29 Last Name,Author 29 Affiliation,Author 30 First Name,Author 30 Last Name,Author 30 Affiliation,Author 31 First Name,Author 31 Last Name,Author 31 Affiliation,Author 32 First Name,Author 32 Last Name,Author 32 Affiliation,Author 33 First Name,Author 33 Last Name,Author 33 Affiliation
the association between neutrophil-to-lymphocyte count ratio and mortality in septic patients: a retrospective analysis of the mimic-iii database,XX,05,2020,Journal of thoracic disease,12,5,2072-1439,Weiyan,Ye,"State Key Laboratory of Respiratory Disease, National Clinical Research Center for Respiratory Disease, Guangzhou Institute of Respiratory Health, First Affiliated Hospital of Guangzhou Medical University, Guangzhou Medical University, Guangzhou 510120, China.",Xiaoli,Chen,"State Key Laboratory of Respiratory Disease, National Clinical Research Center for Respiratory Disease, Guangzhou Institute of Respiratory Health, First Affiliated Hospital of Guangzhou Medical University, Guangzhou Medical University, Guangzhou 510120, China.",Yongbo,Huang,"State Key Laboratory of Respiratory Disease, National Clinical Research Center for Respiratory Disease, Guangzhou Institute of Respiratory Health, First Affiliated Hospital of Guangzhou Medical University, Guangzhou Medical University, Guangzhou 510120, China.",Yuchong,Li,"State Key Laboratory of Respiratory Disease, National Clinical Research Center for Respiratory Disease, Guangzhou Institute of Respiratory Health, First Affiliated Hospital of Guangzhou Medical University, Guangzhou Medical University, Guangzhou 510120, China.",Yonghao,Xu,"State Key Laboratory of Respiratory Disease, National Clinical Research Center for Respiratory Disease, Guangzhou Institute of Respiratory Health, First Affiliated Hospital of Guangzhou Medical University, Guangzhou Medical University, Guangzhou 510120, China.",Zhenting,Liang,"State Key Laboratory of Respiratory Disease, National Clinical Research Center for Respiratory Disease, Guangzhou Institute of Respiratory Health, First Affiliated Hospital of Guangzhou Medical University, Guangzhou Medical University, Guangzhou 510120, China.",Danlin,Wu,"State Key Laboratory of Respiratory Disease, National Clinical Research Center for Respiratory Disease, Guangzhou Institute of Respiratory Health, First Affiliated Hospital of Guangzhou Medical University, Guangzhou Medical University, Guangzhou 510120, China.",Xiaoqing,Liu,"State Key Laboratory of Respiratory Disease, National Clinical Research Center for Respiratory Disease, Guangzhou Institute of Respiratory Health, First Affiliated Hospital of Guangzhou Medical University, Guangzhou Medical University, Guangzhou 510120, China.",Yimin,Li,"State Key Laboratory of Respiratory Disease, National Clinical Research Center for Respiratory Disease, Guangzhou Institute of Respiratory Health, First Affiliated Hospital of Guangzhou Medical University, Guangzhou Medical University, Guangzhou 510120, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a comprehensive evaluation for the prediction of mortality in intensive care units with lstm networks: patients with cardiovascular disease,27,08,2020,Biomedizinische Technik. Biomedical engineering,65,4,1862-278X,Saumil,Maheshwari,"Soft Computing and Expert System Laboratory, ABV-Indian Institute of Information Technology and Management, Gwalior 474010, Madhya Pradesh, India.",Aman,Agarwal,"Soft Computing and Expert System Laboratory, ABV-Indian Institute of Information Technology and Management, Gwalior 474010, Madhya Pradesh, India.",Anupam,Shukla,"Soft Computing and Expert System Laboratory, ABV-Indian Institute of Information Technology and Management, Gwalior 474010, Madhya Pradesh, India.",Ritu,Tiwari,"Soft Computing and Expert System Laboratory, ABV-Indian Institute of Information Technology and Management, Gwalior 474010, Madhya Pradesh, India.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dr. agent: clinical predictive model via mimicked second opinions,01,07,2020,Journal of the American Medical Informatics Association : JAMIA,27,7,1527-974X,Junyi,Gao,"Analytics Center of Excellence, IQVIA, Beijing, China.",Cao,Xiao,"Analytics Center of Excellence, IQVIA, Cambridge, Massachusetts, USA.",Lucas M,Glass,"Analytics Center of Excellence, IQVIA, Cambridge, Massachusetts, USA.",Jimeng,Sun,"Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, Illinois, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
predicting 30-days mortality for mimic-iii patients with sepsis-3: a machine learning approach using xgboost,07,12,2020,Journal of translational medicine,18,1,1479-5876,Nianzong,Hou,"Department of Hand and Foot Surgery, Zibo Central Hospital, Shandong First Medical University, Zibo, 255036, Shandong, China.",Mingzhe,Li,"Independent researcher, bs20m2l@leeds.ac.uk, Leeds, LS29JT, UK.",Lu,He,"Institute of Medicine and Nursing, Hubei University of Medicine, Shiyan, 442000, Hubei, China.",Bing,Xie,"Department of Hand and Foot Surgery, Zibo Central Hospital, Shandong First Medical University, Zibo, 255036, Shandong, China.",Lin,Wang,"Department of Critical Care Medicine, Zibo Central Hospital, Shandong First Medical University , Zibo, 255036, Shandong, China.",Rumin,Zhang,"Department of Critical Care Medicine, Zibo Central Hospital, Shandong First Medical University , Zibo, 255036, Shandong, China.",Yong,Yu,"Department of Critical Care Medicine, Zibo Central Hospital, Shandong First Medical University , Zibo, 255036, Shandong, China.",Xiaodong,Sun,"Fengnan District Maternal and Child Health Care Hospital of Tangshan City, Tangshan, 063300, Hebei, China.",Zhengsheng,Pan,"Department of Urology Surgery, Zibo Central Hospital, Shandong First Medical University , Zibo, 255036, China.",Kai,Wang,"Department of Critical Care Medicine, Zibo Central Hospital, Shandong First Medical University , Zibo, 255036, Shandong, China. wangkaiicu@163.com.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
association between red blood cell distribution width and long-term mortality in acute respiratory failure patients,03,12,2020,Scientific reports,10,1,2045-2322,Wei,Zhang,"Department of Respiratory and Critical Care Medicine, Shaanxi Provincial People's Hospital, Xi'an, China. zhangwei2384@126.com.",Yadan,Wang,"Ruibiao (Wuhan) Biotechnology Co. Ltd, Wuhan, China.",Jun,Wang,"Department of Respiratory and Critical Care Medicine, Shaanxi Provincial People's Hospital, Xi'an, China.",Shaochun,Wang,"Department of Respiratory and Critical Care Medicine, Shaanxi Provincial People's Hospital, Xi'an, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"relationship between ""1-hour serum lactate"" level and 30-day mortality in critical care patients in intensive care unit",XX,06,2020,Zhonghua wei zhong bing ji jiu yi xue,32,6,2095-4352,Qilin,Yang,"Department of Intensive Care Unit, the Second Affiliated Hospital of Guangzhou Medical University, Guangzhou 510260, Guangdong, China.",Yinzhou,Zhang,"Guangzhou Medical University, Guangzhou 511436, Guangdong, China. Corresponding author: Chen Weiyan, Email: sam11124@163.com.",Tianyu,Kong,"Department of Intensive Care Unit, the Second Affiliated Hospital of Guangzhou Medical University, Guangzhou 510260, Guangdong, China.",Zhenhui,Zhang,"Department of Intensive Care Unit, the Second Affiliated Hospital of Guangzhou Medical University, Guangzhou 510260, Guangdong, China.",Xuming,Xiong,"Department of Intensive Care Unit, the Second Affiliated Hospital of Guangzhou Medical University, Guangzhou 510260, Guangdong, China.",Weiyan,Chen,"Department of Intensive Care Unit, the Second Affiliated Hospital of Guangzhou Medical University, Guangzhou 510260, Guangdong, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a deep learning approach for sepsis monitoring via severity score estimation,28,10,2020,Computer methods and programs in biomedicine,198,,1872-7565,Tunç,Aşuroğlu,"Dept. of Computer Engineering, Başkent University, Bağlıca Kampüsü, Fatih Sultan Mahallesi Eskişehir Yolu 18 Km, Ankara 06790, Turkey. Electronic address: tuncasuroglu@baskent.edu.tr.",Hasan,Oğul,"Faculty of Computer Sciences, Østfold University College, P.O. Box 700, Halden 1757, Norway.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
democratizing ehr analyses with fiddle: a flexible data-driven preprocessing pipeline for structured clinical data,09,12,2020,Journal of the American Medical Informatics Association : JAMIA,27,12,1527-974X,Shengpu,Tang,"Department of Electrical Engineering and Computer Science, Division of Computer Science and Engineering, University of Michigan, Ann Arbor, USA.",Parmida,Davarmanesh,"Department of Mathematics, University of Michigan, Ann Arbor, USA.",Yanmeng,Song,"Department of Statistics, University of Michigan, Ann Arbor, USA.",Danai,Koutra,"Department of Electrical Engineering and Computer Science, Division of Computer Science and Engineering, University of Michigan, Ann Arbor, USA.",Michael W,Sjoding,"Department of Internal Medicine, University of Michigan, Ann Arbor, USA.",Jenna,Wiens,"Department of Electrical Engineering and Computer Science, Division of Computer Science and Engineering, University of Michigan, Ann Arbor, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
customization scenarios for de-identification of clinical notes,30,01,2020,BMC medical informatics and decision making,20,1,1472-6947,Tzvika,Hartman,"Google Research, Google LLC, 1600 Amphitheatre Parkway, Mountain View, CA, USA.",Michael D,Howell,"Google Research, Google LLC, 1600 Amphitheatre Parkway, Mountain View, CA, USA.",Jeff,Dean,"Google Research, Google LLC, 1600 Amphitheatre Parkway, Mountain View, CA, USA.",Shlomo,Hoory,"Google Research, Google LLC, 1600 Amphitheatre Parkway, Mountain View, CA, USA. hoorys@google.com.",Ronit,Slyper,"Google Research, Google LLC, 1600 Amphitheatre Parkway, Mountain View, CA, USA.",Itay,Laish,"Google Research, Google LLC, 1600 Amphitheatre Parkway, Mountain View, CA, USA.",Oren,Gilon,"Google Research, Google LLC, 1600 Amphitheatre Parkway, Mountain View, CA, USA.",Danny,Vainstein,"Google Research, Google LLC, 1600 Amphitheatre Parkway, Mountain View, CA, USA.",Greg,Corrado,"Google Research, Google LLC, 1600 Amphitheatre Parkway, Mountain View, CA, USA.",Katherine,Chou,"Google Research, Google LLC, 1600 Amphitheatre Parkway, Mountain View, CA, USA.",Ming Jack,Po,"Google Research, Google LLC, 1600 Amphitheatre Parkway, Mountain View, CA, USA.",Jutta,Williams,", Palo Alto, CA, USA.",Scott,Ellis,"Google Research, Google LLC, 1600 Amphitheatre Parkway, Mountain View, CA, USA.",Gavin,Bee,"Google Research, Google LLC, 1600 Amphitheatre Parkway, Mountain View, CA, USA.",Avinatan,Hassidim,"Google Research, Google LLC, 1600 Amphitheatre Parkway, Mountain View, CA, USA.",Rony,Amira,"Google Research, Google LLC, 1600 Amphitheatre Parkway, Mountain View, CA, USA.",Genady,Beryozkin,"Google Research, Google LLC, 1600 Amphitheatre Parkway, Mountain View, CA, USA.",,,,,Idan,Szpektor,"Google Research, Google LLC, 1600 Amphitheatre Parkway, Mountain View, CA, USA.",Yossi,Matias,"Google Research, Google LLC, 1600 Amphitheatre Parkway, Mountain View, CA, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fluid-limiting treatment strategies among sepsis patients in the icu: a retrospective causal analysis,22,02,2020,"Critical care (London, England)",24,1,1466-609X,Zach,Shahn,"IBM Research, Yorktown Heights, NY, USA. zach.shahn@ibm.com.",Nathan I,Shapiro,"Department of Emergency Medicine, Beth Israel Deaconess Medical Center, Boston, MA, USA.",Patrick D,Tyler,"Department of Emergency Medicine, Beth Israel Deaconess Medical Center, Boston, MA, USA.",Daniel,Talmor,"Department of Anesthesia, Critical Care and Pain Medicine, Beth Israel Deaconess Medical Center and Harvard Medical School, Boston, MA, USA.",Li-Wei H,Lehman,"MIT-IBM Watson AI Lab, Cambridge, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
predicting acute kidney injury in critically ill patients using comorbid conditions utilizing machine learning,30,09,2020,Clinical kidney journal,14,5,2048-8505,Khaled,Shawwa,"Division of Nephrology and Hypertension, Mayo Clinic, Rochester, MN, USA.",Erina,Ghosh,"Philips Research North America, Cambridge, MA, USA.",Stephanie,Lanius,"Philips Research North America, Cambridge, MA, USA.",Emma,Schwager,"Philips Research North America, Cambridge, MA, USA.",Larry,Eshelman,"Philips Research North America, Cambridge, MA, USA.",Kianoush B,Kashani,"Division of Nephrology and Hypertension, Mayo Clinic, Rochester, MN, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a machine learning method for acute hypotensive episodes prediction using only non-invasive parameters,23,11,2020,Computer methods and programs in biomedicine,200,,1872-7565,Guang,Zhang,"Institute of Medical Support, Academy of Military Sciences, Tianjin, China.",Jing,Yuan,"Institute of Medical Support, Academy of Military Sciences, Tianjin, China.",Ming,Yu,"Institute of Medical Support, Academy of Military Sciences, Tianjin, China.",Taihu,Wu,"Institute of Medical Support, Academy of Military Sciences, Tianjin, China.",Xi,Luo,"Institute of Medical Support, Academy of Military Sciences, Tianjin, China; NCO School of Army Medical University, Hebei, China.",Feng,Chen,"Institute of Medical Support, Academy of Military Sciences, Tianjin, China. Electronic address: chenfeng62037@hotmail.com.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
