PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37935806","Your smartphone could act as a pulse-oximeter and as a single-lead ECG","Mehmood A, Sarouji A, Rahman MMU, Al-Naffouri TY.","Sci Rep. 2023 Nov 6;13(1):19277. doi: 10.1038/s41598-023-45933-3.","Mehmood A","Sci Rep","2023","2023/11/07","PMC10630323","","10.1038/s41598-023-45933-3"
"37930897","MedCPT: Contrastive Pre-trained Transformers with large-scale PubMed search logs for zero-shot biomedical information retrieval","Jin Q, Kim W, Chen Q, Comeau DC, Yeganova L, Wilbur WJ, Lu Z.","Bioinformatics. 2023 Nov 1;39(11):btad651. doi: 10.1093/bioinformatics/btad651.","Jin Q","Bioinformatics","2023","2023/11/06","PMC10627406","","10.1093/bioinformatics/btad651"
"37927372","Sequence Labeling for Disambiguating Medical Abbreviations","Cevik M, Mohammad Jafari S, Myers M, Yildirim S.","J Healthc Inform Res. 2023 Sep 14;7(4):501-526. doi: 10.1007/s41666-023-00146-1. eCollection 2023 Dec.","Cevik M","J Healthc Inform Res","2023","2023/11/06","PMC10620358","","10.1007/s41666-023-00146-1"
"37906633","Enabling Health Data Sharing with Fine-Grained Privacy","Bonomi L, Gousheh S, Fan L.","Proc ACM Int Conf Inf Knowl Manag. 2023 Oct;2023:131-141. doi: 10.1145/3583780.3614864. Epub 2023 Oct 21.","Bonomi L","Proc ACM Int Conf Inf Knowl Manag","2023","2023/10/31","PMC10601092","NIHMS1937594","10.1145/3583780.3614864"
"37904198","KAMPNet: multi-source medical knowledge augmented medication prediction network with multi-level graph contrastive learning","An Y, Tang H, Jin B, Xu Y, Wei X.","BMC Med Inform Decis Mak. 2023 Oct 30;23(1):243. doi: 10.1186/s12911-023-02325-x.","An Y","BMC Med Inform Decis Mak","2023","2023/10/31","PMC10617141","","10.1186/s12911-023-02325-x"
"37881778","Hypoxemia Trajectory of Non-COVID-19 Acute Respiratory Distress Syndrome Patients. An Observational Study Focusing on Hypoxemia Resolver Status","Toal CM, Fowler AJ, Patel BV, Puthucheary Z, Prowle JR.","Crit Care Explor. 2023 Oct 23;5(10):e0985. doi: 10.1097/CCE.0000000000000985. eCollection 2023 Oct.","Toal CM","Crit Care Explor","2023","2023/10/26","PMC10597578","","10.1097/CCE.0000000000000985"
"37873417","A Large Language Model-Based Generative Natural Language Processing Framework Finetuned on Clinical Notes Accurately Extracts Headache Frequency from Electronic Health Records","Chiang CC, Luo M, Dumkrieger G, Trivedi S, Chen YC, Chao CJ, Schwedt TJ, Sarker A, Banerjee I.","medRxiv. 2023 Oct 3:2023.10.02.23296403. doi: 10.1101/2023.10.02.23296403. Preprint.","Chiang CC","medRxiv","2023","2023/10/24","PMC10593021","","10.1101/2023.10.02.23296403"
"37872982","Optimized deep neural network models for blood pressure classification using Fourier analysis-based time-frequency spectrogram of photoplethysmography signal","Pankaj, Kumar A, Kumar M, Komaragiri R.","Biomed Eng Lett. 2023 Jun 24;13(4):739-750. doi: 10.1007/s13534-023-00296-6. eCollection 2023 Nov.","Pankaj","Biomed Eng Lett","2023","2023/10/24","PMC10590347","","10.1007/s13534-023-00296-6"
"37868942","Cuffless Hypertension Detection using Swarm Support Vector Machine Utilizing Photoplethysmogram and Electrocardiogram","Nuryani N, Pambudi Utomo T, Wiyono N, Sutomo AD, Ling S.","J Biomed Phys Eng. 2023 Oct 1;13(5):477-488. doi: 10.31661/jbpe.v0i0.2206-1504. eCollection 2023 Oct.","Nuryani N","J Biomed Phys Eng","2023","2023/10/23","PMC10589690","","10.31661/jbpe.v0i0.2206-1504"
"37865683","PetBERT: automated ICD-11 syndromic disease coding for outbreak detection in first opinion veterinary electronic health records","Farrell S, Appleton C, Noble PM, Al Moubayed N.","Sci Rep. 2023 Oct 21;13(1):18015. doi: 10.1038/s41598-023-45155-7.","Farrell S","Sci Rep","2023","2023/10/21","PMC10590382","","10.1038/s41598-023-45155-7"
"37849657","BME 2.0: Engineering the Future of Medicine","Miller MI, Brightman AO, Epstein FH, Grande-Allen KJ, Green JJ, Haase E, Laurencin CT, Logsdon E, Mac Gabhann F, Ogle B, Wang C, Wodicka GR, Winslow R.","BME Front. 2023 Jan 25;4:0001. doi: 10.34133/bmef.0001. eCollection 2023.","Miller MI","BME Front","2023","2023/10/18","PMC10530648","","10.34133/bmef.0001"
"37837172","Non-Invasive Blood Pressure Sensing via Machine Learning","Attivissimo F, D'Alessandro VI, De Palma L, Lanzolla AML, Di Nisio A.","Sensors (Basel). 2023 Oct 9;23(19):8342. doi: 10.3390/s23198342.","Attivissimo F","Sensors (Basel)","2023","2023/10/14","PMC10574845","","10.3390/s23198342"
"37836988","FoGGAN: Generating Realistic Parkinson's Disease Freezing of Gait Data Using GANs","Peppes N, Tsakanikas P, Daskalakis E, Alexakis T, Adamopoulou E, Demestichas K.","Sensors (Basel). 2023 Sep 28;23(19):8158. doi: 10.3390/s23198158.","Peppes N","Sensors (Basel)","2023","2023/10/14","PMC10574838","","10.3390/s23198158"
"37824445","Digital Determinants of Health: Health data poverty amplifies existing health disparities-A scoping review","Paik KE, Hicklen R, Kaggwa F, Puyat CV, Nakayama LF, Ong BA, Shropshire JNI, Villanueva C.","PLOS Digit Health. 2023 Oct 12;2(10):e0000313. doi: 10.1371/journal.pdig.0000313. eCollection 2023 Oct.","Paik KE","PLOS Digit Health","2023","2023/10/12","PMC10569513","","10.1371/journal.pdig.0000313"
"37821809","Development and validation of a prediction model for in-hospital death in patients with heart failure and atrial fibrillation","Yan M, Liu H, Xu Q, Yu S, Tang K, Xie Y.","BMC Cardiovasc Disord. 2023 Oct 11;23(1):505. doi: 10.1186/s12872-023-03521-3.","Yan M","BMC Cardiovasc Disord","2023","2023/10/11","PMC10566083","","10.1186/s12872-023-03521-3"
"37818461","Children are small adults (when properly normalized): Transferrable/generalizable sepsis prediction","Marassi C, Socia D, Larie D, An G, Cockrell RC.","Surg Open Sci. 2023 Sep 22;16:77-81. doi: 10.1016/j.sopen.2023.09.013. eCollection 2023 Dec.","Marassi C","Surg Open Sci","2023","2023/10/11","PMC10561114","","10.1016/j.sopen.2023.09.013"
"37817106","Machine learning model for the prediction of gram-positive and gram-negative bacterial bloodstream infection based on routine laboratory parameters","Zhang F, Wang H, Liu L, Su T, Ji B.","BMC Infect Dis. 2023 Oct 10;23(1):675. doi: 10.1186/s12879-023-08602-4.","Zhang F","BMC Infect Dis","2023","2023/10/10","PMC10566101","","10.1186/s12879-023-08602-4"
"37814720","A nomogram to predict 28-day mortality in neonates with sepsis: a retrospective study based on the MIMIC-III database","Liang Y, Zhao L, Huang J, Wu Y.","Transl Pediatr. 2023 Sep 18;12(9):1690-1706. doi: 10.21037/tp-23-150. Epub 2023 Sep 5.","Liang Y","Transl Pediatr","2023","2023/10/10","PMC10560361","","10.21037/tp-23-150"
"37803172","The impact of imputation quality on machine learning classifiers for datasets with missing values","Shadbahr T, Roberts M, Stanczuk J, Gilbey J, Teare P, Dittmer S, Thorpe M, Torné RV, Sala E, Lió P, Patel M, Preller J; AIX-COVNET Collaboration; Rudd JHF, Mirtti T, Rannikko AS, Aston JAD, Tang J, Schönlieb CB.","Commun Med (Lond). 2023 Oct 6;3(1):139. doi: 10.1038/s43856-023-00356-z.","Shadbahr T","Commun Med (Lond)","2023","2023/10/06","PMC10558448","","10.1038/s43856-023-00356-z"
"37803051","The relationship between albumin corrected anion gap levels and mortality in patients with asthma in the ICU","Wang S, Teng H, Han H, Xu Y.","Sci Rep. 2023 Oct 6;13(1):16903. doi: 10.1038/s41598-023-44182-8.","Wang S","Sci Rep","2023","2023/10/06","PMC10558512","","10.1038/s41598-023-44182-8"
"37790597","The lactate to albumin ratio linked to all-cause mortality in critically ill patients with septic myocardial injury","Chen S, Guan S, Yan Z, Ouyang F, Li S, Liu L, Zhong J.","Front Cardiovasc Med. 2023 Sep 13;10:1233147. doi: 10.3389/fcvm.2023.1233147. eCollection 2023.","Chen S","Front Cardiovasc Med","2023","2023/10/04","PMC10542581","","10.3389/fcvm.2023.1233147"
"37789305","Machine learning-based prediction model of acute kidney injury in patients with acute respiratory distress syndrome","Wei S, Zhang Y, Dong H, Chen Y, Wang X, Zhu X, Zhang G, Guo S.","BMC Pulm Med. 2023 Oct 3;23(1):370. doi: 10.1186/s12890-023-02663-6.","Wei S","BMC Pulm Med","2023","2023/10/03","PMC10548692","","10.1186/s12890-023-02663-6"
"37786810","Improving the Transferability of Clinical Note Section Classification Models with BERT and Large Language Model Ensembles","Zhou W, Dligach D, Afshar M, Gao Y, Miller TA.","Proc Conf Assoc Comput Linguist Meet. 2023 Jul;2023:125-130.","Zhou W","Proc Conf Assoc Comput Linguist Meet","2023","2023/10/03","PMC10544420","NIHMS1921258",""
"37786410","Meta-analysis of individualized treatment rules via sign-coherency","Cheng JJ, Huling JD, Chen G.","Proc Mach Learn Res. 2022;193:171-198. Epub 2022 Nov 28.","Cheng JJ","Proc Mach Learn Res","2022","2023/10/03","PMC10544849","NIHMS1877773",""
"37780569","A novel web-based calculator to predict 30-day all-cause in-hospital mortality for 7,202 elderly patients with heart failure in ICUs: a multicenter retrospective cohort study in the United States","Wang Z, Huang J, Zhang Y, Liu X, Shu T, Duan M, Wang H, Yin C, Cao J.","Front Med (Lausanne). 2023 Sep 15;10:1237229. doi: 10.3389/fmed.2023.1237229. eCollection 2023.","Wang Z","Front Med (Lausanne)","2023","2023/10/02","PMC10541310","","10.3389/fmed.2023.1237229"
"37773797","Association of lactate/albumin ratio with in-hospital mortality in ICU patients with acute respiratory failure: A retrospective analysis based on MIMIC-IV database","Ren J, Kang Q, Wang F, Yu W.","Medicine (Baltimore). 2023 Sep 29;102(39):e35410. doi: 10.1097/MD.0000000000035410.","Ren J","Medicine (Baltimore)","2023","2023/09/29","PMC10545303","","10.1097/MD.0000000000035410"
"37771410","Artificial Intelligence-Enabled Software Prototype to Inform Opioid Pharmacovigilance From Electronic Health Records: Development and Usability Study","Sorbello A, Haque SA, Hasan R, Jermyn R, Hussein A, Vega A, Zembrzuski K, Ripple A, Ahadpour M.","JMIR AI. 2023 Jan-Dec;2:e45000. doi: 10.2196/45000. Epub 2023 Jul 18.","Sorbello A","JMIR AI","2023","2023/09/29","PMC10538589","NIHMS1924944","10.2196/45000"
"37770848","Establishment and validation of a prognosis nomogram for MIMIC-III patients with liver cirrhosis complicated with hepatic encephalopathy","Yan W, Yao Z, Ou Q, Ye G.","BMC Gastroenterol. 2023 Sep 28;23(1):335. doi: 10.1186/s12876-023-02967-1.","Yan W","BMC Gastroenterol","2023","2023/09/28","PMC10538063","","10.1186/s12876-023-02967-1"
"37761469","Bayesian Analysis Used to Identify Clinical and Laboratory Variables Capable of Predicting Progression to Severe Dengue among Infected Pediatric Patients","Corzo-Gómez J, Guzmán-Aquino S, Vargas-De-León C, Megchún-Hernández M, Briones-Aranda A.","Children (Basel). 2023 Sep 5;10(9):1508. doi: 10.3390/children10091508.","Corzo-Gómez J","Children (Basel)","2023","2023/09/28","PMC10527902","","10.3390/children10091508"
"37753238","Negativity and Positivity in the ICU: Exploratory Development of Automated Sentiment Capture in the Electronic Health Record","Kennedy CJ, Chiu C, Chapman AC, Gologorskaya O, Farhan H, Han M, Hodgson M, Lazzareschi D, Ashana D, Lee S, Smith AK, Espejo E, Boscardin J, Pirracchio R, Cobert J.","Crit Care Explor. 2023 Sep 22;5(10):e0960. doi: 10.1097/CCE.0000000000000960. eCollection 2023 Oct.","Kennedy CJ","Crit Care Explor","2023","2023/09/27","PMC10519480","","10.1097/CCE.0000000000000960"
"37750166","A Prediction Model for In-Hospital Mortality of Acute Exacerbations of Chronic Obstructive Pulmonary Disease Patients Based on Red Cell Distribution Width-to-Platelet Ratio","Chen S, Shi Y, Hu B, Huang J.","Int J Chron Obstruct Pulmon Dis. 2023 Sep 20;18:2079-2091. doi: 10.2147/COPD.S418162. eCollection 2023.","Chen S","Int J Chron Obstruct Pulmon Dis","2023","2023/09/26","PMC10518148","","10.2147/COPD.S418162"
"37745247","Temporal complexity in photoplethysmography and its influence on blood pressure","Xing X, Huang R, Hao L, Jiang C, Dong WF.","Front Physiol. 2023 Aug 31;14:1187561. doi: 10.3389/fphys.2023.1187561. eCollection 2023.","Xing X","Front Physiol","2023","2023/09/25","PMC10513039","","10.3389/fphys.2023.1187561"
"37740869","Early warning system enables accurate mortality risk prediction for acute gastrointestinal bleeding admitted to intensive care unit","Jiang M, Li CL, Lin XC, Xu LG.","Intern Emerg Med. 2023 Sep 23. doi: 10.1007/s11739-023-03428-z. Online ahead of print.","Jiang M","Intern Emerg Med","2023","2023/09/23","","","10.1007/s11739-023-03428-z"
"37731823","Embracing the uncertainty in human-machine collaboration to support clinical decision-making for mental health conditions","Popat R, Ive J.","Front Digit Health. 2023 Sep 5;5:1188338. doi: 10.3389/fdgth.2023.1188338. eCollection 2023.","Popat R","Front Digit Health","2023","2023/09/21","PMC10508184","","10.3389/fdgth.2023.1188338"
"37730950","Association between lactate/albumin ratio and all-cause mortality in critical patients with acute myocardial infarction","Wang D, Luo C, Li Q, Zheng T, Gao P, Wang B, Duan Z.","Sci Rep. 2023 Sep 20;13(1):15561. doi: 10.1038/s41598-023-42330-8.","Wang D","Sci Rep","2023","2023/09/21","PMC10511737","","10.1038/s41598-023-42330-8"
"37729310","Outcome prediction for critical care patients with respiratory neoplasms using a multilayer perceptron neural network","Nistal-Nuño B.","Einstein (Sao Paulo). 2023 Sep 8;21:eAO0071. doi: 10.31744/einstein_journal/2023AO0071. eCollection 2023.","Nistal-Nuño B","Einstein (Sao Paulo)","2023","2023/09/20","PMC10501764","","10.31744/einstein_journal/2023AO0071"
"37727733","Serum iron fluctuations link ferroptosis process with mortality and prognosis of acute pancreatitis","Deng Y, Jiang T, Li J, Yu P, Mei Y, Li M, Qi X, Liu F.","iScience. 2023 Aug 29;26(10):107774. doi: 10.1016/j.isci.2023.107774. eCollection 2023 Oct 20.","Deng Y","iScience","2023","2023/09/20","PMC10505981","","10.1016/j.isci.2023.107774"
"37725533","Finding Potential Adverse Events in the Unstructured Text of Electronic Health Care Records: Development of the Shakespeare Method","Bright RA, Rankin SK, Dowdy K, Blok SV, Bright SJ, Palmer LAM.","JMIRx Med. 2021 Aug 11;2(3):e27017. doi: 10.2196/27017.","Bright RA","JMIRx Med","2021","2023/09/19","PMC10414364","","10.2196/27017"
"37724537","Development and validation of the prediction model for mortality in patients with diabetic kidney disease in intensive care unit: a study based on medical information Mart for intensive care","Jin W, Jin H, Su X, Che M, Wang Q, Gu L, Ni Z.","Ren Fail. 2023;45(2):2257808. doi: 10.1080/0886022X.2023.2257808. Epub 2023 Sep 19.","Jin W","Ren Fail","2023","2023/09/19","PMC10512753","","10.1080/0886022X.2023.2257808"
"37723231","Predicting unplanned readmissions in the intensive care unit: a multimodality evaluation","Sheetrit E, Brief M, Elisha O.","Sci Rep. 2023 Sep 18;13(1):15426. doi: 10.1038/s41598-023-42372-y.","Sheetrit E","Sci Rep","2023","2023/09/18","PMC10507073","","10.1038/s41598-023-42372-y"
"37715194","A generalizable and interpretable model for mortality risk stratification of sepsis patients in intensive care unit","Zhuang J, Huang H, Jiang S, Liang J, Liu Y, Yu X.","BMC Med Inform Decis Mak. 2023 Sep 15;23(1):185. doi: 10.1186/s12911-023-02279-0.","Zhuang J","BMC Med Inform Decis Mak","2023","2023/09/15","PMC10503007","","10.1186/s12911-023-02279-0"
"37705643","lab: an R package for generating analysis-ready data from laboratory records","Tseng YJ, Chen CJ, Chang CW.","PeerJ Comput Sci. 2023 Aug 25;9:e1528. doi: 10.7717/peerj-cs.1528. eCollection 2023.","Tseng YJ","PeerJ Comput Sci","2023","2023/09/14","PMC10495959","","10.7717/peerj-cs.1528"
"37702942","Natural Language Processing for Drug Discovery Knowledge Graphs: Promises and Pitfalls","Jeynes JCG, James T, Corney M.","Methods Mol Biol. 2024;2716:223-240. doi: 10.1007/978-1-0716-3449-3_10.","Jeynes JCG","Methods Mol Biol","2024","2023/09/13","","","10.1007/978-1-0716-3449-3_10"
"37701177","A Retrospective Cohort Study: Predicting 90-Day Mortality for ICU Trauma Patients with a Machine Learning Algorithm Using XGBoost Using MIMIC-III Database","Yang S, Cao L, Zhou Y, Hu C.","J Multidiscip Healthc. 2023 Sep 6;16:2625-2640. doi: 10.2147/JMDH.S416943. eCollection 2023.","Yang S","J Multidiscip Healthc","2023","2023/09/13","PMC10493110","","10.2147/JMDH.S416943"
"37696642","How to organise a datathon for bridging between data science and healthcare? Insights from the Technion-Rambam machine learning in healthcare datathon event","Sobel J, Almog R, Celi L, Yablowitz M, Eytan D, Behar J.","BMJ Health Care Inform. 2023 Sep;30(1):e100736. doi: 10.1136/bmjhci-2023-100736.","Sobel J","BMJ Health Care Inform","2023","2023/09/11","PMC10496710","","10.1136/bmjhci-2023-100736"
"37691592","Open datasets in perioperative medicine: a narrative review","Lim L, Lee HC.","Anesth Pain Med (Seoul). 2023 Jul;18(3):213-219. doi: 10.17085/apm.23076. Epub 2023 Jul 26.","Lim L","Anesth Pain Med (Seoul)","2023","2023/09/11","PMC10410546","","10.17085/apm.23076"
"37675384","Analysis of risk factors for severe acute kidney injury in patients with acute myocardial infarction: A retrospective study","Nong Y, Wei X, Qiu H, Yang H, Yang J, Lu J, Cao J, Fu Y, Yu D.","Front Nephrol. 2023 Feb 9;3:1047249. doi: 10.3389/fneph.2023.1047249. eCollection 2023.","Nong Y","Front Nephrol","2023","2023/09/07","PMC10479598","","10.3389/fneph.2023.1047249"
"37673893","Aci-bench: a Novel Ambient Clinical Intelligence Dataset for Benchmarking Automatic Visit Note Generation","Yim WW, Fu Y, Ben Abacha A, Snider N, Lin T, Yetisgen M.","Sci Data. 2023 Sep 6;10(1):586. doi: 10.1038/s41597-023-02487-3.","Yim WW","Sci Data","2023","2023/09/06","PMC10482860","","10.1038/s41597-023-02487-3"
"37673563","Personalized event prediction for Electronic Health Records","Lee JM, Hauskrecht M.","Artif Intell Med. 2023 Sep;143:102620. doi: 10.1016/j.artmed.2023.102620. Epub 2023 Jul 20.","Lee JM","Artif Intell Med","2023","2023/09/06","PMC10503594","NIHMS1918964","10.1016/j.artmed.2023.102620"
"37663273","Comorbidity network analysis using graphical models for electronic health records","Zhao B, Huepenbecker S, Zhu G, Rajan SS, Fujimoto K, Luo X.","Front Big Data. 2023 Aug 17;6:846202. doi: 10.3389/fdata.2023.846202. eCollection 2023.","Zhao B","Front Big Data","2023","2023/09/04","PMC10470017","","10.3389/fdata.2023.846202"
"37658330","Empirical evaluation of language modeling to ascertain cancer outcomes from clinical text reports","Elmarakeby HA, Trukhanov PS, Arroyo VM, Riaz IB, Schrag D, Van Allen EM, Kehl KL.","BMC Bioinformatics. 2023 Sep 2;24(1):328. doi: 10.1186/s12859-023-05439-1.","Elmarakeby HA","BMC Bioinformatics","2023","2023/09/01","PMC10474750","","10.1186/s12859-023-05439-1"
"37653495","Application of artificial neural network in daily prediction of bleeding in ICU patients treated with anti-thrombotic therapy","Chen D, Wang R, Jiang Y, Xing Z, Sheng Q, Liu X, Wang R, Xie H, Zhao L.","BMC Med Inform Decis Mak. 2023 Aug 31;23(1):171. doi: 10.1186/s12911-023-02274-5.","Chen D","BMC Med Inform Decis Mak","2023","2023/08/31","PMC10470146","","10.1186/s12911-023-02274-5"
"37653418","Association between the triglyceride glucose (TyG) index and the risk of acute kidney injury in critically ill patients with heart failure: analysis of the MIMIC-IV database","Yang Z, Gong H, Kan F, Ji N.","Cardiovasc Diabetol. 2023 Aug 31;22(1):232. doi: 10.1186/s12933-023-01971-9.","Yang Z","Cardiovasc Diabetol","2023","2023/08/31","PMC10472684","","10.1186/s12933-023-01971-9"
"37652934","Synthesize high-dimensional longitudinal electronic health records via hierarchical autoregressive language model","Theodorou B, Xiao C, Sun J.","Nat Commun. 2023 Aug 31;14(1):5305. doi: 10.1038/s41467-023-41093-0.","Theodorou B","Nat Commun","2023","2023/08/31","PMC10471716","","10.1038/s41467-023-41093-0"
"37650027","A methodology to facilitate critical care research using multiple linked electronic, clinical and administrative health records at population scale","Griffiths R, Herbert L, Akbari A, Bailey R, Hollinghurst J, Pugh R, Szakmany T, Torabi F, Lyons RA.","Int J Popul Data Sci. 2022 Jul 18;7(1):1724. doi: 10.23889/ijpds.v7i1.1724. eCollection 2022.","Griffiths R","Int J Popul Data Sci","2022","2023/08/31","PMC10464871","","10.23889/ijpds.v7i1.1724"
"37648995","Updating mortality risk estimation in intensive care units from high-dimensional electronic health records with incomplete data","Bouvarel B, Carrat F, Lapidus N.","BMC Med Inform Decis Mak. 2023 Aug 30;23(1):170. doi: 10.1186/s12911-023-02264-7.","Bouvarel B","BMC Med Inform Decis Mak","2023","2023/08/30","PMC10466694","","10.1186/s12911-023-02264-7"
"37647308","Paying attention to cardiac surgical risk: An interpretable machine learning approach using an uncertainty-aware attentive neural network","Penny-Dimri JC, Bergmeir C, Reid CM, Williams-Spence J, Cochrane AD, Smith JA.","PLoS One. 2023 Aug 30;18(8):e0289930. doi: 10.1371/journal.pone.0289930. eCollection 2023.","Penny-Dimri JC","PLoS One","2023","2023/08/30","PMC10468047","","10.1371/journal.pone.0289930"
"37646010","Learning Invariant Representations with Missing Data","Goldstein M, Puli A, Ranganath R, Jacobsen JH, Chau O, Saporta A, Miller AC.","Proc Mach Learn Res. 2022 Apr;177:290-301.","Goldstein M","Proc Mach Learn Res","2022","2023/08/30","PMC10465015","NIHMS1807179",""
"37641590","A comparison of few-shot and traditional named entity recognition models for medical text","Ge Y, Guo Y, Yang YC, Al-Garadi MA, Sarker A.","IEEE Int Conf Healthc Inform. 2022 Jun;2022:84-89. doi: 10.1109/ichi54592.2022.00024. Epub 2022 Sep 8.","Ge Y","IEEE Int Conf Healthc Inform","2022","2023/08/29","PMC10462421","NIHMS1926966","10.1109/ichi54592.2022.00024"
"37639624","A method to automate the discharge summary hospital course for neurology patients","Hartman VC, Bapat SS, Weiner MG, Navi BB, Sholle ET, Campion TR Jr.","J Am Med Inform Assoc. 2023 Nov 17;30(12):1995-2003. doi: 10.1093/jamia/ocad177.","Hartman VC","J Am Med Inform Assoc","2023","2023/08/28","PMC10654848","","10.1093/jamia/ocad177"
"37635946","Multi-label Few-shot ICD Coding as Autoregressive Generation with Prompt","Yang Z, Kwon S, Yao Z, Yu H.","Proc AAAI Conf Artif Intell. 2023 Jun 26;37(4):5366-5374. doi: 10.1609/aaai.v37i4.25668.","Yang Z","Proc AAAI Conf Artif Intell","2023","2023/08/28","PMC10457101","NIHMS1875188","10.1609/aaai.v37i4.25668"
"37628166","Multi-Task Time Series Forecasting Based on Graph Neural Networks","Han X, Huang Y, Pan Z, Li W, Hu Y, Lin G.","Entropy (Basel). 2023 Jul 28;25(8):1136. doi: 10.3390/e25081136.","Han X","Entropy (Basel)","2023","2023/08/26","PMC10453913","","10.3390/e25081136"
"37616313","Admission NLPR predicts long-term mortality in patients with acute ischemic stroke: A retrospective analysis of the MIMIC-III database","Su X, Zhao S, Zhang N.","PLoS One. 2023 Aug 24;18(8):e0283356. doi: 10.1371/journal.pone.0283356. eCollection 2023.","Su X","PLoS One","2023","2023/08/24","PMC10449205","","10.1371/journal.pone.0283356"
"37609238","Benchmark Pathology Report Text Corpus with Cancer Type Classification","Kefeli J, Tatonetti N.","medRxiv. 2023 Aug 8:2023.08.03.23293618. doi: 10.1101/2023.08.03.23293618. Preprint.","Kefeli J","medRxiv","2023","2023/08/23","PMC10441484","","10.1101/2023.08.03.23293618"
