title	url
Hierarchical Genetic Algorithm and Fuzzy Radial Basis Function Networks for Factors Influencing Hospital Length of Stay Outliers	https://www.synapse.koreamed.org/search.php?where=aview&id=10.4258/hir.2017.23.3.226&code=1088HIR&vmode=FULL
Lower short-and long-term mortality associated with overweight and obesity in a large cohort study of adult intensive care unit patients	https://ccforum.biomedcentral.com/articles/10.1186/cc11903
Fuzzy-NNARX based Tool for Monitoring and Predicting Patients Conditions using Selected Vital Signs	http://search.proquest.com/openview/f5b20d7d1abc2eee7ec7bf4c4e052231/1?pq-origsite=gscholar&cbl=1026368
Risk prediction of one-year mortality in patients with cardiac arrhythmias using random survival forest	https://www.hindawi.com/journals/cmmm/2015/303250/abs/
Hypotension in ICU Patients Receiving Vasopressor Therapy	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5561088/
Dynamic fuzzy-neural based tool formonitoring and predicting patients conditions using selected vital signs	http://content.iospress.com/articles/journal-of-intelligent-and-fuzzy-systems/ifs1537
Infographic Visual Analytics based on Empirical Modelling for ICU patient data streams	http://ieeexplore.ieee.org/abstract/document/7803119/
A semi-supervised approach for temporal information extraction from clinical text	http://ieeexplore.ieee.org/abstract/document/7800261/
Highly personalized health services using cloud and sensors	http://ieeexplore.ieee.org/abstract/document/6603714/
Time series analysis of nursing notes for mortality prediction via a state transition topic model	http://dl.acm.org/citation.cfm?id=2806541
Antipyretic therapy in critically ill patients with sepsis: an interaction with body temperature	http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0121919
Two open access, high-quality datasets from anesthetic records	https://academic.oup.com/jamia/article-abstract/20/1/180/729125
Is Random Survival Forest an Alternative to Cox Proportional Model on Predicting Cardiovascular Disease?	http://link.springer.com/chapter/10.1007/978-3-319-11128-5_184
Do geographic trends of social media indicate risk of secondary infectious disease outbreaks?	http://www.tandfonline.com/doi/pdf/10.3402/ehtj.v4i0.11702#page=30
HBase, MapReduce, and Integrated Data Visualization for Processing Clinical Signal Data.	http://www.aaai.org/ocs/index.php/SSS/SSS11/paper/download/2479/2898
Robust detection of heart beats in multimodal data	http://iopscience.iop.org/article/10.1088/0967-3334/36/8/1629/meta
Multiparameter Intelligent Monitoring in Intensive Care II (MIMIC-II): a public-access intensive care unit database	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3124312/
Predicting acute hypotensive episodes: The 10th annual physionet/computers in cardiology challenge	http://ieeexplore.ieee.org/abstract/document/5445351/
Accessing the public MIMIC-II intensive care relational database for clinical research	https://bmcmedinformdecismak.biomedcentral.com/articles/10.1186/1472-6947-13-9
MIMIC-III, a freely accessible critical care database	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4878278/
Computer-assisted de-identification of free text in the MIMIC II database	http://ieeexplore.ieee.org/abstract/document/1442942/
The physionet/computing in cardiology challenge 2010: Mind the gap	http://ieeexplore.ieee.org/abstract/document/5737970/
User guide and documentation for the MIMIC II database	https://physionet.org/mimic2/UserGuide/UserGuide.pdf
Predicting in-hospital mortality of icu patients: The physionet/computing in cardiology challenge 2012	http://ieeexplore.ieee.org/abstract/document/6420376/
Computers in cardiology/physioNet challenge 2009: Predicting acute hypotensive episodes	http://ieeexplore.ieee.org/abstract/document/5445304/
Parallel processing of ECG and blood pressure waveforms for detection of acute hypotensive episodes: a simulation study using a risk scoring model	http://www.tandfonline.com/doi/abs/10.1080/10255840903099711
Predicting acute hypotensive episode by bhattacharyya distance	https://www.researchgate.net/profile/An_Cheeran/publication/258790346_Predicting_Acute_Hypotensive_Episode_by_Bhattacharyya_Distance/links/55f1249708ae199d47c238bb.pdf
Open-access MIMIC-II database for intensive care research	http://ieeexplore.ieee.org/abstract/document/6092050/
Comparison of simultaneous invasive and non-invasive measurements of blood pressure based upon MIMIC II database	http://www.sciencedirect.com/science/article/pii/S1872931214000556
Recurrent neural networks for multivariate time series with missing values	https://arxiv.org/abs/1606.01865
Predicting the occurrence of acute hypotensive episodes: The PhysioNet Challenge	http://ieeexplore.ieee.org/abstract/document/5445308/
A repository of semantic types in the MIMIC II database clinical notes	http://www.aclweb.org/website/old_anthology/W/W14/W14-34.pdf#page=105
PhysioNet-A Resource of Complex Physiological Signals and the Application in Depressing False Alams of Intensive Care Monitors [J]	http://en.cnki.com.cn/Article_en/CJFDTotal-YXWZ200904018.htm
Evaluation of monitoring cardiac output by long time interval analysis of a radial arterial blood pressure waveform using the MIMIC II database	http://ieeexplore.ieee.org/abstract/document/5626282/
Analysis of the clinical utility of algorithms in the 2009 PhysioNet/Computing in cardiology challenge for the prediction of acute hypotensive episodes	http://ieeexplore.ieee.org/abstract/document/7868954/
Robust detection of heart beats in multimodal data: the physionet/computing in cardiology challenge 2014	http://ieeexplore.ieee.org/abstract/document/7043101/
ECG event detection & recognition using time-frequency analysis	http://nemertes.lis.upatras.gr/jspui/handle/10889/6151
Finding relevant cases in large databases of signals, time series, and clinical data	http://ieeexplore.ieee.org/abstract/document/4745472/
Collective experience: a database-fuelled, inter-disciplinary team-led learning system	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3678291/
Evaluation of Hypotension using Wavelet and Time Frequency Analysis of Photoplethysmography (PPG) Signal	https://www.researchgate.net/profile/Remya_Raj_Raj/publication/309293459_Evaluation_of_Hypotension_using_Wavelet_and_Time_Frequency_analysis_of_photoplethysmographyPPGSignal/links/5808afdf08ae07cbaa55f24d.pdf
Using freely accessible databases for laboratory medicine research: experience with MIMIC database	http://jlpm.amegroups.com/article/view/3685
Improving the Performance of Multi-parameter Patient Monitor System Using Additional Features	http://link.springer.com/chapter/10.1007/978-981-287-260-9_5
Vital sign normalisation for improving performance of multi-parameter patient monitors	http://digital-library.theiet.org/content/journals/10.1049/el.2015.2636
Real-time prognosis of ICU physiological data streams	http://ieeexplore.ieee.org/abstract/document/5625983/
Breathing rate estimation from a single-lead electrocardiogram acquisition system	https://www.researchgate.net/profile/Rosmina_Jaafar/publication/283106407_Breathing_rate_estimation_from_a_single-lead_electrocardiogram_acquisition_system/links/5653f51508aefe619b197902.pdf
An informatics architecture for the virtual pediatric intensive care unit	http://ieeexplore.ieee.org/abstract/document/5999031/
Statistical and prognostic analysis of dynamic changes of platelet count in ICU patients	http://iopscience.iop.org/article/10.1088/0967-3334/36/5/939/meta
Prediction for Acute Hypotensive Episodes Based on AR Model and Support Vector Machine	http://en.cnki.com.cn/Article_en/CJFDTotal-ZSWY201102014.htm
Lossless compression technique for real-time photoplethysmographic measurements	http://ieeexplore.ieee.org/abstract/document/6936918/
Reducing false alarm rates for critical arrhythmias using the arterial blood pressure waveform	http://www.sciencedirect.com/science/article/pii/S1532046408000385
Distributed Big Data Techniques for Health Sensor Information Processing	http://link.springer.com/chapter/10.1007/978-3-319-48746-5_22
The cardiac output from blood pressure algorithms trial	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3107992/
ABP peak detection using energy analysis technique	http://ieeexplore.ieee.org/abstract/document/6150514/
Care Pathway Analysis of Cardiovascular Disease Treatment using Process Mining	https://www.researchgate.net/profile/Guntur_Kusuma/publication/316602147_Care_Pathway_Analysis_of_Cardiovascular_Disease_Treatment_using_Process_Mining/links/590715150f7e9bc0d5917892/Care-Pathway-Analysis-of-Cardiovascular-Disease-Treatment-using-Process-Mining.pdf
Wavelet based time series forecast with application to acute hypotensive episodes prediction	http://ieeexplore.ieee.org/abstract/document/5626115/
Real-time adaptive monitoring of vital signs for clinical alarm preemption	http://www.cs.cmu.edu/afs/cs.cmu.edu/Web/People/mfiterau/papers/2011/iSDS_EHTJ_A_11146.pdf
A novel technique for identifying patients with ICU needs using hemodynamic features	http://dl.acm.org/citation.cfm?id=2213752
Automatic Premature Ventricular Contraction detection in photoplethysmographic signals	http://ieeexplore.ieee.org/abstract/document/6981642/
Association between fluid intake and mortality in critically ill patients with negative fluid balance: a retrospective cohort study	https://ccforum.biomedcentral.com/articles/10.1186/s13054-017-1692-3
Stochastic modeling of the PPG signal: a synthesis-by-analysis approach with applications	http://ieeexplore.ieee.org/abstract/document/6497551/
Fuzzy Modeling Based on Mixed Fuzzy Clustering for Multivariate Time Series of Unequal Lengths	http://link.springer.com/chapter/10.1007/978-3-319-40581-0_60
Advanced EMD method using variance characterization for PPG with motion artifact	http://ieeexplore.ieee.org/abstract/document/7833765/
Heuristics to determine ventilation times of ICU patients from the MIMIC-II database	http://ieeexplore.ieee.org/abstract/document/5626286/
De-identification algorithm for free-text nursing notes	http://ieeexplore.ieee.org/abstract/document/1588104/
Robust monitoring of hypovolemia in intensive care patients using photoplethysmogram signals	http://ieeexplore.ieee.org/abstract/document/7318656/
Correlating eligibility criteria generalizability and adverse events using Big Data for patients and clinical trials	http://onlinelibrary.wiley.com/doi/10.1111/nyas.13195/full
Detection of acute hypotensive episodes via a trained adaptive network-based fuzzy inference system (ANFIS)	http://www.academicjournals.org/journal/JEEER/article-abstract/13B00A38058
Semantic Knowledge Base Construction from Radiology Reports	http://dl.acm.org/citation.cfm?id=3093563
Prediction of mortality in patients with sepsis using detrended fluctuation analysis of Heart Rate Variability	http://ieeexplore.ieee.org/abstract/document/7890947/
Predicting acute hypotensive episodes based on hr baroreflex model estimation	http://link.springer.com/article/10.1007/s10558-009-9087-y
Signal quality and data fusion for false alarm reduction in the intensive care unit	http://www.sciencedirect.com/science/article/pii/S0022073612002944
Localized supervised metric learning on temporal physiological data	http://ieeexplore.ieee.org/abstract/document/5597728/
Multiscale entropy and poincare plot-based analysis of pulse rate variability and heart rate variability of ICU patients	http://ieeexplore.ieee.org/abstract/document/7439531/
Waveform Analysis to Estimate Respiratory Rate	http://link.springer.com/chapter/10.1007/978-3-319-43742-2_26
Learning blood pressure behavior from large blood pressure waveform repositories and building predictive models	http://groups.csail.mit.edu/EVO-DesignOpt/groupWebSite/uploads/Site/Waldin-Masters-thesis-2013.pdf
Refine Measurement Values	https://pdfs.semanticscholar.org/9b94/09c7f4ef252c3bbaaf5a1349b6c67c6fc988.pdf
A novel classification method for predicting acute hypotensive episodes in critical care	http://dl.acm.org/citation.cfm?id=2649400
Fuzzy risk stratification and risk assessment model for clinical monitoring in the ICU	http://www.sciencedirect.com/science/article/pii/S0010482517301567
False alarm reduction in critical care	http://iopscience.iop.org/article/10.1088/0967-3334/37/8/E5/meta
Recursive and Rolling Windows for Medical Time Series Forecasting: A Comparative Study	http://ieeexplore.ieee.org/abstract/document/7982231/
Unsupervised Resolution of Acronyms and Abbreviations in Nursing Notes Using Document-Level Context Models	http://www.aclweb.org/anthology/W/W16/W16-61.pdf#page=62
Online Checking of a Hybrid Laser Tracheotomy Model in UPPAAL-SMC	http://www.sts.tuhh.de/pw-and-m-theses/2013/xintao13a.pdf
Thesis & Report Guide	http://www.robots.ox.ac.uk/~gari/teaching/ThesisTemplate/GuideToWritingYourThesis.pdf
ECG analysis in the Time-Frequency domain	http://ieeexplore.ieee.org/abstract/document/6399711/
Hybrid time Bayesian networks	http://www.sciencedirect.com/science/article/pii/S0888613X16300196
Improving Accuracy of Patient Synthetic Data for Testing Medical Cyber-Physical Systems.	https://www.researchgate.net/profile/Lenardo_Silva/publication/303748392_Improving_Accuracy_of_Patient_Synthetic_Data_for_Testing_Medical_Cyber-Physical_Systems/links/57502fc108aeb753e7b4a458.pdf
A model-based approach to support validation of medical cyber-physical systems	http://www.mdpi.com/1424-8220/15/11/27625/htm
ICU Mortality Prediction: A Classification Algorithm for Imbalanced Datasets.	http://www.aaai.org/ocs/index.php/AAAI/AAAI17/paper/download/14337/13913
A targeted real-time early warning score (TREWScore) for septic shock	http://stm.sciencemag.org/content/7/299/299ra122.short
Toward a Robust Estimation of Respiratory Rate From Pulse Oximeters	http://ieeexplore.ieee.org/abstract/document/7748483/
PhysioNet: Physiologic signals, time series and related open source software for basic, clinical, and applied research	http://ieeexplore.ieee.org/abstract/document/6092053/
Augmenting the Performance of Multi-patient Parameter Monitoring System in LKSVM	http://link.springer.com/chapter/10.1007/978-981-10-0391-2_2
FROM SAMPLE TO BIG DATA	https://www.researchgate.net/profile/Sven_Van_Poucke/publication/318206142_Platelets_from_sample_to_big_data_Exploring_Granularity_in_Platelet_Research/links/595c7d2b458515117741d0ea/Platelets-from-sample-to-big-data-Exploring-Granularity-in-Platelet-Research.pdf#page=119
A PCA based feature reduction in intracranial hypertension analysis	http://ieeexplore.ieee.org/abstract/document/7946641/
Multi-view non-negative tensor factorization as relation learning in healthcare data	http://ieeexplore.ieee.org/abstract/document/7591439/
Statistical and Prognostic Modeling of Clinical Outcomes with Complex Physiologic Data in Intensive Care Unit Patients	http://search.proquest.com/openview/9100a3f595e3eb0ef7e460bc11b557c1/1?pq-origsite=gscholar&cbl=18750&diss=y
A New Modeling Method of Photoplethysmography Signal Based on Lognormal Basis	http://link.springer.com/chapter/10.1007/978-3-319-45940-0_2
Early detection of acute kidney injury with Bayesian networks	https://pdfs.semanticscholar.org/ff4e/9c71ab35324e2516ae8a7b39efe4478265b2.pdf
Methods of blood pressure measurement in the ICU	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3724452/
Heart rate variability discovery: Algorithm for detection of heart rate from noisy, multimodal recordings	http://ieeexplore.ieee.org/abstract/document/7043027/
RPM: Representative Pattern Mining for Efficient Time Series Classification.	https://openproceedings.org/2016/conf/edbt/paper-119.pdf
PEACE-Home: Probabilistic estimation of abnormal clinical events using vital sign correlations for reliable home-based monitoring	http://www.sciencedirect.com/science/article/pii/S1574119216304540
Nonconfidential patient types in emergency clinical decision support	http://ieeexplore.ieee.org/abstract/document/6576106/
Automated classification of coronary atherosclerosis using single lead ECG	http://ieeexplore.ieee.org/abstract/document/6728790/
Modeling of the photoplethysmogram during atrial fibrillation	http://www.sciencedirect.com/science/article/pii/S0010482516303365
Trending autoregulatory indices during treatment for traumatic brain injury	http://link.springer.com/article/10.1007/s10877-015-9779-3
Beat-to-Beat Estimation of Blood Pressure by Artificial Neural Network	http://www.ruor.uottawa.ca/handle/10393/31962
Beyond Current HIMS: Future Visions and a Roadmap	http://link.springer.com/chapter/10.1007/978-3-319-20765-0_29
Signal Processing: False Alarm Reduction	http://link.springer.com/chapter/10.1007/978-3-319-43742-2_27
C-Lace: Computational Model to Predict 30-Day Post-Hospitalization Mortality.	http://www.academia.edu/download/51967997/VandenBroek_etal-BioSTEC2017-Health_Informatics.pdf#page=188
Predicting Acute Hypotensive Episodes Based on Multi GP	http://link.springer.com/chapter/10.1007/978-981-10-0356-1_16
explICU: A web-based visualization and predictive modeling toolkit for mortality in intensive care patients	http://ieeexplore.ieee.org/abstract/document/7319962/
Analysis of heart rate variability as a predictor of mortality in cardiovascular patients of intensive care unit	http://www.sciencedirect.com/science/article/pii/S0208521615000376
Secondary peak detection of PPG signal for continuous cuffless arterial blood pressure measurement	http://ieeexplore.ieee.org/abstract/document/6725634/
Incremental real time support vector machines for health monitoring system	http://ieeexplore.ieee.org/abstract/document/7060926/
Identifying Psychiatric Comorbidities for Obstructive Sleep Apnea in the Biomedical Literature and Electronic Health Record	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5543349/
Mining the electronic health record for disease knowledge	http://link.springer.com/protocol/10.1007/978-1-4939-0709-0_15
Continuous cardiac output and left atrial pressure monitoring by pulmonary artery pressure waveform analysis	http://ieeexplore.ieee.org/abstract/document/4461723/
A STUDY OF MACHINE LEARNING APPLICATION IN BLOOD PRESSURE MEASUREMENT	https://scholarbank.nus.edu.sg/handle/10635/135866
Accelerating dynamic time warping clustering with a novel admissible pruning strategy	http://dl.acm.org/citation.cfm?id=2783286
Methods and models for acute hypotensive episode prediction	https://ora.ox.ac.uk/objects/uuid:e4f1b05b-8378-436c-a78a-2ce19a7a9364
PRETSL: Distributed Probabilistic Rule Evolution for Time-Series Classification	ftp://www.cs.utexas.edu/pub/neural-nets/papers/hodjat.gptp16.pdf
Modeling and monitoring of cardiovascular dynamics for patients in critical care	https://dspace.mit.edu/handle/1721.1/40859
Learning Score Systems for Patient Mortality Prediction in Intensive Care Units via Orthogonal Matching Pursuit	http://ieeexplore.ieee.org/abstract/document/7033097/
Unsupervised pattern discovery in electronic health care data using probabilistic clustering models	http://dl.acm.org/citation.cfm?id=2110408
TECHNICAL REPORT LHNCBC-TR-2010-003	http://165.112.8.46/system/files/LHC_FY2012.pdf
Normalizing acronyms and abbreviations to aid patient understanding of clinical texts: ShARe/CLEF eHealth Challenge 2013, Task 2	https://jbiomedsem.biomedcentral.com/articles/10.1186/s13326-016-0084-y
HEALTH BANK-A Workbench for Data Science Applications in Healthcare.	http://www.idi.ntnu.no/~krogstie/test/ceur/paper1.pdf
Automated detection of pulmonary edema and respiratory failure using physiological signals	http://www.ingentaconnect.com/content/asp/jmihi/2013/00000003/00000003/art00013
Concept extraction to identify adverse drug reactions in medical forums: A comparison of algorithms	https://arxiv.org/abs/1504.06936
Designing optimal mortality risk prediction scores that preserve clinical knowledge	http://www.sciencedirect.com/science/article/pii/S1532046415001094
Data Mining on ICU Mortality Prediction Using Early Temporal Data: A Survey	http://www.worldscientific.com/doi/pdf/10.1142/S0219622016300020
Hemodynamic Characterization of Peripheral Arterio-venous Malformations	https://link.springer.com/article/10.1007/s10439-017-1821-9
TREC 2015 Total Recall track overview	http://trec.nist.gov/trec/pubs/trec24/papers/Overview-TR.pdf
Accelerating Dynamic Time Warping Clustering with a Novel Admissible Pruning Strategy	http://www.cs.ucr.edu/~eamonn/Speeded%20Clustering%20Paper%20Camera%20Ready.pdf
Health Informatics Sixth Edition Supplement: Practical Guide for Healthcare and Information Technology Professionals	https://books.google.com/books?hl=en&lr=lang_en&id=HQKCDgAAQBAJ&oi=fnd&pg=PA1&dq=(mimic-ii+OR+mimic-iii)+AND+(physionet)&ots=luMlzN3nm4&sig=xsazQey4rRXq57J12zhm6-y9QqA
Learning representations for the early detection of sepsis with deep neural networks	http://www.sciencedirect.com/science/article/pii/S0010482517302743
Automated characterization and classification of coronary artery disease and myocardial infarction by decomposition of ECG signals: a comparative study	http://www.sciencedirect.com/science/article/pii/S0020025516311938
A Game Theoretic Predictive Modeling Approach to Reduction of False Alarm	https://books.google.com/books?hl=en&lr=lang_en&id=cM5yCwAAQBAJ&oi=fnd&pg=PA118&dq=(mimic-ii+OR+mimic-iii)+AND+(physionet)&ots=IxPm0LQDx2&sig=oOBWvX4bRkVgHGWQx1n-zwN6h4g
DBD-RCO: Derivative Based Detection And Reverse Combinatorial Optimization To Improve Heart Beat Detection For Wearable Devices	http://biorxiv.org/content/early/2017/03/21/118943.abstract
Comparison of different signal processing methods for reducing artifacts from photoplethysmograph signal	http://ieeexplore.ieee.org/abstract/document/5978571/
Survival Topic Models for Predicting Outcomes for Trauma Patients	http://ieeexplore.ieee.org/abstract/document/7930116/
Building Evaluation Datasets for Consumer-Oriented Information Retrieval.	http://www.lrec-conf.org/proceedings/lrec2016/pdf/802_Paper.pdf
A Cluster Method to Noninvasive Continuous Blood Pressure Measurement Using PPG	http://link.springer.com/chapter/10.1007/978-3-319-59858-1_11
Mortality prediction and acuity assessment in critical care	https://ora.ox.ac.uk/objects/uuid:2486465e-8fda-47a9-b82e-c0a93f4f1fc4
BeatDB: an end-to-end approach to unveil saliencies from massive signal data sets	https://dspace.mit.edu/handle/1721.1/97328
Adaptive cancellation of motion artifact in wearable biosensors	http://ieeexplore.ieee.org/abstract/document/6346350/
SemEval-2014 Task 7: Analysis of Clinical Text.	http://www.aclweb.org/old_anthology/S/S14/S14-2.pdf#page=74
PhysioMiner: a scalable cloud based framework for physiological waveform mining	https://dspace.mit.edu/handle/1721.1/91815
From pharmacovigilance to clinical care optimization	http://online.liebertpub.com/doi/abs/10.1089/big.2014.0008
Prediction of acute hypotensive episodes using random forest based on genetic programming	http://ieeexplore.ieee.org/abstract/document/7256957/
Cuff-less high-accuracy calibration-free blood pressure estimation using pulse transit time	http://ieeexplore.ieee.org/abstract/document/7168806/
Evaluating current automatic de-identification methods with Veteran's health administration clinical documents	https://bmcmedresmethodol.biomedcentral.com/articles/10.1186/1471-2288-12-109
False arrhythmia alarm suppression using ECG, ABP, and photoplethysmogram	https://dspace.mit.edu/handle/1721.1/54209
Arterial blood pressure monitoring by active sensors based on heart rate estimation and pulse wave pattern prediction	http://link.springer.com/article/10.1134/S1054661816030019
A 54-μW fast-settling arterial pulse wave sensor for wrist watch type system	http://ieeexplore.ieee.org/abstract/document/7527432/
Towards non-invasive monitoring of hypovolemia in intensive care patients	http://repository.upenn.edu/cis_papers/781/
A model-based architecture for testing medical cyber-physical systems	http://dl.acm.org/citation.cfm?id=2555028
An investigation of patterns in hemodynamic data indicative of impending hypotension in intensive care	https://biomedical-engineering-online.biomedcentral.com/articles/10.1186/1475-925X-9-62
Wavelet transform based arterial blood pressure waveform delineator	https://www.researchgate.net/profile/Awadhesh_Pachauri/publication/236969374_Wavelet_Transform_Based_Arterial_Blood_Pressure_Waveform_Delineator/links/0c96051a851a875623000000/Wavelet-Transform-Based-Arterial-Blood-Pressure-Waveform-Delineator.pdf
Median Based Method for Baseline Wander Removal in Photoplethysmogram Signals	http://ieeexplore.ieee.org/abstract/document/7033598/
Fuzzy modeling to predict short and long-term mortality among patients with Acute Kidney Injury	http://ieeexplore.ieee.org/abstract/document/7737681/
An efficient approach for outlier detection in big sensor data of health care	http://onlinelibrary.wiley.com/doi/10.1002/dac.3352/full
The power of data use management in action	http://dl.acm.org/citation.cfm?id=2465264
On the filtering of photoplethysmography signals	http://ieeexplore.ieee.org/abstract/document/7033577/
Data analytics in ubiquitous sensor-based health information systems	http://ieeexplore.ieee.org/abstract/document/6327955/
Photoplethysmography-based method for automatic detection of premature ventricular contractions	http://ieeexplore.ieee.org/abstract/document/7305831/
Vizdom: Interactive analytics through pen and touch	http://dl.acm.org/citation.cfm?id=2824127
Predicting the Onset of Tachycardia for Patients in Intensive Care Units	https://www.ml.cmu.edu/research/dap-papers/F16/dap_mu_lidan.pdf
Performance Analysis of GMM Classifier for Classification of Normal and Abnormal Segments in PPG Signals	http://link.springer.com/chapter/10.1007/978-981-10-4220-1_15
Patient specific predictions in the intensive care unit using a Bayesian ensemble	http://ieeexplore.ieee.org/abstract/document/6420377/
Closing the data loop: An integrated open access analysis platform for the MIMIC database	http://ieeexplore.ieee.org/abstract/document/7868698/
Multisensor Data Fusion for Patient Risk Level Determination and Decision-support in Wireless Body Sensor Networks	http://dl.acm.org/citation.cfm?id=2989173
Integrating Data, Models and Reasoning in Critical Care	https://www.researchgate.net/profile/Peter_Szolovits/publication/5898457_Integrating_Data_Models_and_Reasoning_in_Critical_Care/links/5558f79a08ae6fd2d826ea44.pdf
Concept selection for phenotypes and disease-related annota-tions using support vector machines	http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.671.4842&rep=rep1&type=pdf
Distributed Systems for Clinical Data Analysis	https://www.intel.co.kr/content/dam/www/public/us/en/documents/white-papers/big-data-hadoop-clinical-analysis-paper.pdf
