Title,Publication Day,Publication Month,Publication Year,Journal Name,Journal Volume,Journal Issue,Journal ISSN,Author 1 First Name,Author 1 Last Name,Author 1 Affiliation,Author 2 First Name,Author 2 Last Name,Author 2 Affiliation,Author 3 First Name,Author 3 Last Name,Author 3 Affiliation,Author 4 First Name,Author 4 Last Name,Author 4 Affiliation,Author 5 First Name,Author 5 Last Name,Author 5 Affiliation,Author 6 First Name,Author 6 Last Name,Author 6 Affiliation,Author 7 First Name,Author 7 Last Name,Author 7 Affiliation,Author 8 First Name,Author 8 Last Name,Author 8 Affiliation,Author 9 First Name,Author 9 Last Name,Author 9 Affiliation,Author 10 First Name,Author 10 Last Name,Author 10 Affiliation,Author 11 First Name,Author 11 Last Name,Author 11 Affiliation,Author 12 First Name,Author 12 Last Name,Author 12 Affiliation,Author 13 First Name,Author 13 Last Name,Author 13 Affiliation,Author 14 First Name,Author 14 Last Name,Author 14 Affiliation,Author 15 First Name,Author 15 Last Name,Author 15 Affiliation,Author 16 First Name,Author 16 Last Name,Author 16 Affiliation,Author 17 First Name,Author 17 Last Name,Author 17 Affiliation,Publisher Name,Publisher Location,ISBN 1,ISBN 2,Author 18 First Name,Author 18 Last Name,Author 18 Affiliation,Author 19 First Name,Author 19 Last Name,Author 19 Affiliation,Collective Author 1,Author 20 First Name,Author 20 Last Name,Author 20 Affiliation,Author 21 First Name,Author 21 Last Name,Author 21 Affiliation,Author 22 First Name,Author 22 Last Name,Author 22 Affiliation,Author 23 First Name,Author 23 Last Name,Author 23 Affiliation,Author 24 First Name,Author 24 Last Name,Author 24 Affiliation,Author 25 First Name,Author 25 Last Name,Author 25 Affiliation,Author 26 First Name,Author 26 Last Name,Author 26 Affiliation,Author 27 First Name,Author 27 Last Name,Author 27 Affiliation,Author 28 First Name,Author 28 Last Name,Author 28 Affiliation,Author 29 First Name,Author 29 Last Name,Author 29 Affiliation,Author 30 First Name,Author 30 Last Name,Author 30 Affiliation,Author 31 First Name,Author 31 Last Name,Author 31 Affiliation,Author 32 First Name,Author 32 Last Name,Author 32 Affiliation,Author 33 First Name,Author 33 Last Name,Author 33 Affiliation
early hospital mortality prediction using vital signals,06,07,2018,"Smart health (Amsterdam, Netherlands)",9-10,,2352-6483,Reza,Sadeghi,"Department of Computer Science and Engineering, Kno.e.sis Research Center, Wright State University, Dayton, OH, USA.",Tanvi,Banerjee,"Department of Computer Science and Engineering, Kno.e.sis Research Center, Wright State University, Dayton, OH, USA.",William,Romine,"Department of Biological Sciences, Wright State University, Dayton, OH, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prevalence and temporal distribution of extrasystoles in septic icu patients: the feasibility of predicting fluid responsiveness using extrasystoles,01,10,2018,Critical care research and practice,2018,,2090-1305,Johannes,Enevoldsen,"Research Centre for Emergency Medicine, Institute of Clinical Medicine, Aarhus University, Aarhus, Denmark.",Cristhian,Potes,"Acute Care Solutions Department, Philips Research North America, Boston, MA, USA.",Minnan,Xu-Wilson,"Acute Care Solutions Department, Philips Research North America, Boston, MA, USA.",Simon T,Vistisen,"Research Centre for Emergency Medicine, Institute of Clinical Medicine, Aarhus University, Aarhus, Denmark.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red blood cell distribution width predicts long-term outcomes in sepsis patients admitted to the intensive care unit,12,09,2018,Clinica chimica acta; international journal of clinical chemistry,487,,1873-3492,Yan-Qiu,Han,"Department of Laboratory Medicine, the Affiliated Hospital of Inner Mongolia Medical University, Hohhot, China.",Lei,Zhang,"Department of Laboratory Medicine, the Affiliated Hospital of Inner Mongolia Medical University, Hohhot, China.",Li,Yan,"Department of Respiratory and Critical Care Medicine, the Affiliated Hospital of Inner Mongolia Medical University, Hohhot, China.",Peng,Li,"Department of Laboratory Medicine, the Affiliated Hospital of Inner Mongolia Medical University, Hohhot, China.",Pei-Heng,Ouyang,"Department of Laboratory Medicine, the Affiliated Hospital of Inner Mongolia Medical University, Hohhot, China.",Giuseppe,Lippi,"Section of Clinical Biochemistry, University of Verona, Verona, Italy.",Zhi-De,Hu,"Department of Laboratory Medicine, the Affiliated Hospital of Inner Mongolia Medical University, Hohhot, China. Electronic address: hzdlj81@163.com.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
predicting mortality in diabetic icu patients using machine learning and severity indices,18,05,2018,AMIA Joint Summits on Translational Science proceedings. AMIA Joint Summits on Translational Science,2017,,2153-4063,Rajsavi S,Anand,"Alpert Medical School, Brown University, Providence, RI, USA.",Paul,Stey,"Alpert Medical School, Brown University, Providence, RI, USA.",Sukrit,Jain,"Alpert Medical School, Brown University, Providence, RI, USA.",Dustin R,Biron,"Alpert Medical School, Brown University, Providence, RI, USA.",Harikrishna,Bhatt,"Alpert Medical School, Brown University, Providence, RI, USA.",Kristina,Monteiro,"Alpert Medical School, Brown University, Providence, RI, USA.",Edward,Feller,"Alpert Medical School, Brown University, Providence, RI, USA.",Megan L,Ranney,"Alpert Medical School, Brown University, Providence, RI, USA.",Indra Neil,Sarkar,"Alpert Medical School, Brown University, Providence, RI, USA.",Elizabeth S,Chen,"Alpert Medical School, Brown University, Providence, RI, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mortality prediction in intensive care units (icus) using a deep rule-based fuzzy classifier,19,02,2018,Journal of biomedical informatics,79,,1532-0480,Raheleh,Davoodi,"Department of Biomedical Engineering, Amirkabir University of Technology, Iran. Electronic address: r.davoodi@aut.ac.ir.",Mohammad Hassan,Moradi,"Department of Biomedical Engineering, Amirkabir University of Technology, Iran. Electronic address: mhmoradi@aut.ac.ir.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a frame-based nlp system for cancer-related information extraction,05,12,2018,AMIA ... Annual Symposium proceedings. AMIA Symposium,2018,,1942-597X,Yuqi,Si,"School of Biomedical Informatics The University of Texas Health Science Center at Houston Houston, TX, USA.",Kirk,Roberts,"School of Biomedical Informatics The University of Texas Health Science Center at Houston Houston, TX, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
microrna-122 mimic improves stroke outcomes and indirectly inhibits nos2 after middle cerebral artery occlusion in rats,24,10,2018,Frontiers in neuroscience,12,,1662-4548,Bo,Lv,"Department of Neurology, University of California, Davis, Davis, CA, United States.",Xiyuan,Cheng,"Department of Neurology, University of California, Davis, Davis, CA, United States.",Frank R,Sharp,"Department of Neurology, University of California, Davis, Davis, CA, United States.",Bradley P,Ander,"Department of Neurology, University of California, Davis, Davis, CA, United States.",Da Zhi,Liu,"Department of Neurology, University of California, Davis, Davis, CA, United States.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ehr phenotyping via jointly embedding medical concepts and words into a unified vector space,12,12,2018,BMC medical informatics and decision making,18,Suppl 4,1472-6947,Tian,Bai,"Department of Computer & Information Sciences, Temple University, Philadelphia, PA, USA.",Ashis Kumar,Chanda,"Department of Computer & Information Sciences, Temple University, Philadelphia, PA, USA.",Brian L,Egleston,"Fox Chase Cancer Center, Temple University, Philadelphia, PA, USA.",Slobodan,Vucetic,"Department of Computer & Information Sciences, Temple University, Philadelphia, PA, USA. vucetic@temple.edu.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data to diagnosis in global health: a 3p approach,04,09,2018,BMC medical informatics and decision making,18,1,1472-6947,Rahul Krishnan,Pathinarupothi,"Amrita Center for Wireless Networks & Applications (AmritaWNA), Amrita School of Engineering, Amritapuri, Amrita Vishwa Vidyapeetham, India. rahulkrishnan@am.amrita.edu.",P,Durga,"Amrita Center for Wireless Networks & Applications (AmritaWNA), Amrita School of Engineering, Amritapuri, Amrita Vishwa Vidyapeetham, India.",Ekanath Srihari,Rangan,"School of Medicine, Amrita Institute of Medical Science, Cochin, Amrita Vishwa Vidyapeetham, India.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean arterial pressure and mortality in patients with distributive shock: a retrospective analysis of the mimic-iii database,08,11,2018,Annals of intensive care,8,1,2110-5820,Jean-Louis,Vincent,"Department of Intensive Care, Erasme Hospital, Université libre de Bruxelles, Route de Lennik 808, 1070, Brussels, Belgium. jlvincent@intensive.org.",Nathan D,Nielsen,"Division of Pulmonary Disease, Critical Care and Environmental Medicine, Tulane University School of Medicine, New Orleans, LA, 70112, USA.",Nathan I,Shapiro,"Department of Emergency Medicine, Beth Israel Deaconess Medical Center and Harvard Medical School, Boston, MA, 02215, USA.",Margaret E,Gerbasi,"SAGE Therapeutics Inc, Cambridge, MA, 02142, USA.",Aaron,Grossman,"Policy Analysis Inc, (PAI), Brookline, MA, 02445, USA.",Robin,Doroff,"Policy Analysis Inc, (PAI), Brookline, MA, 02445, USA.",Feng,Zeng,"La Jolla Pharmaceutical Company, San Diego, CA, 92121, USA.",Paul J,Young,"Medical Research Institute of New Zealand, Wellington, 6021, New Zealand.",James A,Russell,"Division of Critical Care Medicine, St. Paul's Hospital, Vancouver, BC, V6Z 1Y6, Canada.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<i>tableone</i>: an open source python package for producing summary statistics for research papers,23,05,2018,JAMIA open,1,1,2574-2531,Tom J,Pollard,"Massachusetts Institute of Technology (MIT), MIT Laboratory for Computational Physiology, Cambridge, Massachusetts, USA.",Alistair E W,Johnson,"Massachusetts Institute of Technology (MIT), MIT Laboratory for Computational Physiology, Cambridge, Massachusetts, USA.",Jesse D,Raffa,"Massachusetts Institute of Technology (MIT), MIT Laboratory for Computational Physiology, Cambridge, Massachusetts, USA.",Roger G,Mark,"Massachusetts Institute of Technology (MIT), MIT Laboratory for Computational Physiology, Cambridge, Massachusetts, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarking deep learning models on large healthcare datasets,05,06,2018,Journal of biomedical informatics,83,,1532-0480,Sanjay,Purushotham,"University of Southern California, Los Angeles, CA 90089, United States. Electronic address: spurusho@usc.edu.",Chuizheng,Meng,"Tsinghua University, Beijing 100084, China. Electronic address: mengcz95thu@gmail.com.",Zhengping,Che,"University of Southern California, Los Angeles, CA 90089, United States. Electronic address: zche@usc.edu.",Yan,Liu,"University of Southern California, Los Angeles, CA 90089, United States. Electronic address: yanliu.cs@usc.edu.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
from sour grapes to low-hanging fruit: a case study demonstrating a practical strategy for natural language processing portability,18,05,2018,AMIA Joint Summits on Translational Science proceedings. AMIA Joint Summits on Translational Science,2017,,2153-4063,Stephen B,Johnson,"Healthcare Policy and Research, Weill Cornell Medicine, New York, New York.",Prakash,Adekkanattu,"Information Technologies & Services, Weill Cornell Medicine, New York, New York.",Thomas R,Campion,"Healthcare Policy and Research, Weill Cornell Medicine, New York, New York.",James,Flory,"Healthcare Policy and Research, Weill Cornell Medicine, New York, New York.",Jyotishman,Pathak,"Healthcare Policy and Research, Weill Cornell Medicine, New York, New York.",Olga V,Patterson,VA Salt Lake City Health Care System.,Scott L,DuVall,VA Salt Lake City Health Care System.,Vincent,Major,"Center for Health Informatics and Bioinformatics, NYU Langone Medical Center, New York, New York.",Yindalon,Aphinyanaphongs,"Center for Health Informatics and Bioinformatics, NYU Langone Medical Center, New York, New York.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanical power of ventilation is associated with mortality in critically ill patients: an analysis of patients in two observational cohorts,05,10,2018,Intensive care medicine,44,11,1432-1238,Ary,Serpa Neto,"Department of Intensive Care and Laboratory of Experimental Intensive Care and Anesthesiology (LEICA), Academic Medical Center, Amsterdam, The Netherlands. aryserpa@terra.com.br.",Rodrigo Octavio,Deliberato,"Department of Critical Care Medicine, Hospital Israelita Albert Einstein, Albert Einstein Avenue, 700, São Paulo, Brazil.",Alistair E W,Johnson,"Laboratory for Computational Physiology, Institute for Medical Engineering and Science, MIT, Cambridge, MA, USA.",Lieuwe D,Bos,"Department of Intensive Care and Laboratory of Experimental Intensive Care and Anesthesiology (LEICA), Academic Medical Center, Amsterdam, The Netherlands.",Pedro,Amorim,"Department of Innovation, Hospital Israelita Albert Einstein, São Paulo, Brazil.",Silvio Moreto,Pereira,"Department of Innovation, Hospital Israelita Albert Einstein, São Paulo, Brazil.",Denise Carnieli,Cazati,"Department of Critical Care Medicine, Hospital Israelita Albert Einstein, Albert Einstein Avenue, 700, São Paulo, Brazil.",Ricardo L,Cordioli,"Department of Critical Care Medicine, Hospital Israelita Albert Einstein, Albert Einstein Avenue, 700, São Paulo, Brazil.",Thiago Domingos,Correa,"Department of Critical Care Medicine, Hospital Israelita Albert Einstein, Albert Einstein Avenue, 700, São Paulo, Brazil.",Tom J,Pollard,"Laboratory for Computational Physiology, Institute for Medical Engineering and Science, MIT, Cambridge, MA, USA.",Guilherme P P,Schettino,"Department of Critical Care Medicine, Hospital Israelita Albert Einstein, Albert Einstein Avenue, 700, São Paulo, Brazil.",Karina T,Timenetsky,"Department of Critical Care Medicine, Hospital Israelita Albert Einstein, Albert Einstein Avenue, 700, São Paulo, Brazil.",Leo A,Celi,"Laboratory for Computational Physiology, Institute for Medical Engineering and Science, MIT, Cambridge, MA, USA.",Paolo,Pelosi,"Department of Surgical Sciences and Integrated Diagnostics, San Martino Policlinico Hospital, Istituto di Ricovero e Cura a Carattere Scientifico (IRCCS) for Oncology, Genoa, Italy.",Marcelo,Gama de Abreu,"Pulmonary Engineering Group, Department of Anesthesiology and Intensive Care Medicine, University Hospital Carl Gustav Carus, Technische Universität Dresden, Dresden, Germany.",Marcus J,Schultz,"Department of Intensive Care and Laboratory of Experimental Intensive Care and Anesthesiology (LEICA), Academic Medical Center, Amsterdam, The Netherlands.",,,,,,,,,,,,,,PROVE Network Investigators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
identifying supplement use within clinical notes: an applicationof natural language processing,18,05,2018,AMIA Joint Summits on Translational Science proceedings. AMIA Joint Summits on Translational Science,2017,,2153-4063,Vivekanand,Sharma,"Center for Biomedical Informatics, Brown University, Providence, Rhode Island.",Indra Neil,Sarkar,"Center for Biomedical Informatics, Brown University, Providence, Rhode Island.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
