Title,Publication Day,Publication Month,Publication Year,Journal Name,Journal Volume,Journal Issue,Journal ISSN,Author 1 First Name,Author 1 Last Name,Author 1 Affiliation,Author 2 First Name,Author 2 Last Name,Author 2 Affiliation,Author 3 First Name,Author 3 Last Name,Author 3 Affiliation,Author 4 First Name,Author 4 Last Name,Author 4 Affiliation,Author 5 First Name,Author 5 Last Name,Author 5 Affiliation,Author 6 First Name,Author 6 Last Name,Author 6 Affiliation,Author 7 First Name,Author 7 Last Name,Author 7 Affiliation,Author 8 First Name,Author 8 Last Name,Author 8 Affiliation,Author 9 First Name,Author 9 Last Name,Author 9 Affiliation,Author 10 First Name,Author 10 Last Name,Author 10 Affiliation,Author 11 First Name,Author 11 Last Name,Author 11 Affiliation,Author 12 First Name,Author 12 Last Name,Author 12 Affiliation,Author 13 First Name,Author 13 Last Name,Author 13 Affiliation,Author 14 First Name,Author 14 Last Name,Author 14 Affiliation,Author 15 First Name,Author 15 Last Name,Author 15 Affiliation,Author 16 First Name,Author 16 Last Name,Author 16 Affiliation,Author 17 First Name,Author 17 Last Name,Author 17 Affiliation,Publisher Name,Publisher Location,ISBN 1,ISBN 2,Author 18 First Name,Author 18 Last Name,Author 18 Affiliation,Author 19 First Name,Author 19 Last Name,Author 19 Affiliation,Collective Author 1,Author 20 First Name,Author 20 Last Name,Author 20 Affiliation,Author 21 First Name,Author 21 Last Name,Author 21 Affiliation,Author 22 First Name,Author 22 Last Name,Author 22 Affiliation,Author 23 First Name,Author 23 Last Name,Author 23 Affiliation,Author 24 First Name,Author 24 Last Name,Author 24 Affiliation,Author 25 First Name,Author 25 Last Name,Author 25 Affiliation,Author 26 First Name,Author 26 Last Name,Author 26 Affiliation,Author 27 First Name,Author 27 Last Name,Author 27 Affiliation,Author 28 First Name,Author 28 Last Name,Author 28 Affiliation,Author 29 First Name,Author 29 Last Name,Author 29 Affiliation,Author 30 First Name,Author 30 Last Name,Author 30 Affiliation,Author 31 First Name,Author 31 Last Name,Author 31 Affiliation,Author 32 First Name,Author 32 Last Name,Author 32 Affiliation,Author 33 First Name,Author 33 Last Name,Author 33 Affiliation
closing the data loop: an integrated open access analysis platform for the mimic database,02,03,2017,Computing in cardiology,43,,2325-8861,Mohammad,Adibuzzaman,"Regenstrief Center for Healthcare Engineering, Purdue University, West Lafayette, USA.",Ken,Musselman,"Regenstrief Center for Healthcare Engineering, Purdue University, West Lafayette, USA.",Alistair,Johnson,"Laboratory for Computational Physiology, Massachusetts Institute of Technology, Cambridge, USA.",Paul,Brown,"Paradigm4, Waltham, USA.",Zachary,Pitluk,"Paradigm4, Waltham, USA.",Ananth,Grama,"Department of Computer Science, Purdue University, West Lafayette, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
early hospital mortality prediction of intensive care unit patients using an ensemble learning approach,05,10,2017,International journal of medical informatics,108,,1872-8243,Aya,Awad,"University of Portsmouth, Buckingham Building, Lion Terrace, Portsmouth PO1 3HE, UK.",Mohamed,Bader-El-Den,"University of Portsmouth, Buckingham Building, Lion Terrace, Portsmouth PO1 3HE, UK. Electronic address: mohamed.bader@port.ac.uk.",James,McNicholas,"University of Portsmouth, Buckingham Building, Lion Terrace, Portsmouth PO1 3HE, UK; Queen Alexandra Hospital, Portsmouth Hospitals NHS Trust, UK.",Jim,Briggs,"University of Portsmouth, Buckingham Building, Lion Terrace, Portsmouth PO1 3HE, UK.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
health status monitoring for icu patients based on locally weighted principal component analysis,22,12,2017,Computer methods and programs in biomedicine,156,,1872-7565,Yangyang,Ding,"College of Information Science and Technology, Beijing University of Chemical Technology, China.",Xin,Ma,"College of Information Science and Technology, Beijing University of Chemical Technology, China.",Youqing,Wang,"College of Electrical Engineering and Automation, Shandong University of Science and Technology, 579# QianWanGang Road, Qingdao 266590, China; College of Information Science and Technology, Beijing University of Chemical Technology, China. Electronic address: wang.youqing@ieee.org.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"hypoxic hepatitis - its biochemical profile, causes and risk factors of mortality in critically-ill patients: a cohort study of 565 patients",26,04,2017,Journal of critical care,41,,1557-8615,Mohammed M,Aboelsoud,"Department of Medicine, Memorial Hospital of Rhode Island/Alpert Medical School of Brown University, 11l1 Brewster St, Pawtucket, RI 02860, USA. Electronic address: Mohammed_Aboelsoud@brown.edu.",Amen I,Javaid,"Department of Medicine, Georgetown University Hospital, 3800 Reservoir Rd NW, Washington, DC 20007, USA. Electronic address: Amenismail88@gmail.com.",Mazen O,Al-Qadi,"Department of Medicine, Yale-New Haven Hospital, 20 York St, New Haven, CT 06510, USA. Electronic address: Mazen.al-qadi@ynhh.org.",James H,Lewis,"Division of Gastroenterology and Hepatology, Georgetown University Hospital, 3800 Reservoir Rd NW, Washington, DC 20007, USA. Electronic address: Lewisjh@gunet.georgetown.edu.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red blood cell distribution width and neutrophil to lymphocyte ratio are associated with outcomes of adult subarachnoid haemorrhage patients admitted to intensive care unit,29,01,2017,Annals of clinical biochemistry,54,6,1758-1001,Yuan-Lan,Huang,"1 Department of Laboratory Medicine, Chinese People's Liberation Army No. 455 Hospital, Shanghai, PR China.",Zhi-Jun,Han,"2 Department of Laboratory Medicine, Wuxi Second People's Hospital of Nanjing Medical University, Jiangsu, PR China.",Zhi-De,Hu,"3 Department of Laboratory Medicine, the General Hospital of Ji'nan Military Command Region, Ji'nan, PR China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
automated diagnosis coding with combined text representations,XX,XX,2017,Studies in health technology and informatics,235,,1879-8365,Stefan,Berndorfer,"Faculty of Computer Science, University of Vienna, Austria.",Aron,Henriksson,"Department of Computer and Systems Sciences, Stockholm University, Sweden.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recurrent neural networks with specialized word embeddings for health-domain named-entity recognition,13,11,2017,Journal of biomedical informatics,76,,1532-0480,Iñigo,Jauregi Unanue,"University of Technology Sydney (UTS), Australia; Capital Markets Cooperative Research Centre (CMCRC), Australia. Electronic address: ijauregi@cmcrc.com.",Ehsan,Zare Borzeshi,"Capital Markets Cooperative Research Centre (CMCRC), Australia.",Massimo,Piccardi,"University of Technology Sydney (UTS), Australia.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quick chronic liver failure-sequential organ failure assessment: an easy-to-use scoring model for predicting mortality risk in critically ill cirrhosis patients,XX,06,2017,European journal of gastroenterology & hepatology,29,6,1473-5687,Xiao-Dong,Zhou,"Departments of aCardiovascular Medicine, The Heart Center bEndocrinology cHepatology, Liver Research Center, The First Affiliated Hospital of Wenzhou Medical University dInstitute of Hepatology, Wenzhou Medical University, Wenzhou eIntensive Care Unit, Zhe Jiang Chinese Medicine and Western Medicine Integrated Hospital, Hangzhou, China fGlobal Medicines Development, AstraZeneca R&D, Loughborough, UK.",Jia-Ying,Zhang,,Wen-Yue,Liu,,Sheng-Jie,Wu,,Ke-Qing,Shi,,Martin,Braddock,,Yong-Ping,Chen,,Wei-Jian,Huang,,Ming-Hua,Zheng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
estimating patient's health state using latent structure inferred from clinical time series and text,13,04,2017,... IEEE-EMBS International Conference on Biomedical and Health Informatics. IEEE-EMBS International Conference on Biomedical and Health Informatics,2017,,2641-3590,Aaron,Zalewski,"Institute for Medical Engineering and Science, Massachusetts Institute of Technology, Cambridge, MA.",William,Long,"Institute for Medical Engineering and Science, Massachusetts Institute of Technology, Cambridge, MA.",Alistair E W,Johnson,"Institute for Medical Engineering and Science, Massachusetts Institute of Technology, Cambridge, MA.",Roger G,Mark,"Institute for Medical Engineering and Science, Massachusetts Institute of Technology, Cambridge, MA.",Li-Wei H,Lehman,"Institute for Medical Engineering and Science, Massachusetts Institute of Technology, Cambridge, MA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comparing depth-dependent curing radiant exposure and time of curing of regular and flow bulk-fill composites,21,08,2017,Brazilian oral research,31,,1807-3107,Jose Augusto,Rodrigues,"Universidade Guarulhos - UNG, Department of Restorative Dentistry, Dental Research and Graduate Studies Division, Guarulhos, SP, Brazil.",Ilana Pais,Tenorio,"Universidade Guarulhos - UNG, Department of Restorative Dentistry, Dental Research and Graduate Studies Division, Guarulhos, SP, Brazil.",Ginger Baranhuk Rabello de,Mello,"Universidade Guarulhos - UNG, Department of Restorative Dentistry, Dental Research and Graduate Studies Division, Guarulhos, SP, Brazil.",André Figueiredo,Reis,"Universidade Guarulhos - UNG, Department of Restorative Dentistry, Dental Research and Graduate Studies Division, Guarulhos, SP, Brazil.",Chiayi,Shen,"University of Florida, College of Dentistry, Department of Restorative Dental Sciences, Gainesville, FL, United States of America.",Jean-François,Roulet,"University of Florida, College of Dentistry, Department of Restorative Dental Sciences, Gainesville, FL, United States of America.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
effect of antipyretic therapy on mortality in critically ill patients with sepsis receiving mechanical ventilation treatment,12,03,2017,Canadian respiratory journal,2017,,1916-7245,Sheng,Ye,"Pediatric Intensive Care Unit, The Children's Hospital, Zhejiang University School of Medicine, Hangzhou 310003, China.",Dan,Xu,"Pediatric Intensive Care Unit, The Children's Hospital, Zhejiang University School of Medicine, Hangzhou 310003, China.",Chenmei,Zhang,"Pediatric Intensive Care Unit, The Children's Hospital, Zhejiang University School of Medicine, Hangzhou 310003, China.",Mengyao,Li,"Pediatric Intensive Care Unit, The Children's Hospital, Zhejiang University School of Medicine, Hangzhou 310003, China.",Yanyi,Zhang,"Psychological Department, The Children's Hospital, Zhejiang University School of Medicine, Hangzhou 310003, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
predicting intervention onset in the icu with switching state space models,26,07,2017,AMIA Joint Summits on Translational Science proceedings. AMIA Joint Summits on Translational Science,2017,,2153-4063,Marzyeh,Ghassemi,"Massachusetts Institute of Technology, Cambridge, MA, USA.",Mike,Wu,"Yale University, New Haven, CT, USA.",Michael C,Hughes,"Harvard University, Cambridge, MA, USA.",Peter,Szolovits,"Massachusetts Institute of Technology, Cambridge, MA, USA.",Finale,Doshi-Velez,"Harvard University, Cambridge, MA, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fuzzy risk stratification and risk assessment model for clinical monitoring in the icu,02,06,2017,Computers in biology and medicine,87,,1879-0534,Albion,Dervishi,"Berliner Straße 27d, Lutherstadt Wittenberg 06886, Germany. Electronic address: albiondervishi@gmail.com.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reducing false asystole alarms in intensive care,XX,07,2017,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,2017,,2694-0604,Remi,Dekimpe,,Thomas,Heldt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combination of static and temporal data analysis to predict mortality and readmission in the intensive care,XX,07,2017,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,2017,,2694-0604,Janani,Venugopalan,,Nikhil,Chanani,,Kevin,Maher,,May D,Wang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selecting relevant features from the electronic health record for clinical code prediction,14,09,2017,Journal of biomedical informatics,74,,1532-0480,Elyne,Scheurwegs,"University of Antwerp, Advanced Database Research and Modelling Research Group (ADReM), Middelheimlaan 1, B-2020 Antwerp, Belgium; University of Antwerp, Computational Linguistics and Psycholinguistics (CLiPS) Research Center, Lange Winkelstraat 40-42, B-2000 Antwerp, Belgium. Electronic address: elyne.scheurwegs@uantwerpen.be.",Boris,Cule,"University of Antwerp, Advanced Database Research and Modelling Research Group (ADReM), Middelheimlaan 1, B-2020 Antwerp, Belgium.",Kim,Luyckx,"Antwerp University Hospital, ICT Department, Wilrijkstraat 10, B-2650 Edegem, Belgium.",Léon,Luyten,"Antwerp University Hospital, Medical Information Department, Wilrijkstraat 10, B-2650 Edegem, Belgium.",Walter,Daelemans,"University of Antwerp, Computational Linguistics and Psycholinguistics (CLiPS) Research Center, Lange Winkelstraat 40-42, B-2000 Antwerp, Belgium.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coronary artery disease detection using photoplethysmography,XX,07,2017,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,2017,,2694-0604,Neeraj,Paradkar,,Shubhajit Roy,Chowdhury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the obesity paradox in icu patients,XX,07,2017,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,2017,,2694-0604,,Janice Pan,,Robert,Shaffer,,Zeina,Sinno,,Marcus,Tyler,,Joydeep,Ghosh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
microrna-182-5p regulates nerve injury-induced nociceptive hypersensitivity by targeting ephrin type-b receptor 1,XX,05,2017,Anesthesiology,126,5,1528-1175,Xuelong,Zhou,"From the Department of Anesthesiology, the First Affiliated Hospital of Nanjing Medical University, Nanjing, Jiangsu, China (X.Z.); Department of Gastroenterology, Nanjing First Hospital, Nanjing Medical University, Nanjing, Jiangsu, China (Chenjing Z.); Department of Digestive Endoscopy, Chuzhou Hospital of Integrated Traditional Chinese Medicine and Western Medicine, Chuzhou, China (Congjuan Z.); Department of Anesthesiology, Affiliated Drum Tower Hospital of Nanjing University Medical School, Nanjing, Jiangsu, China (Y.P.); Department of Anesthesiology, Taizhou People's Hospital, Taizhou, Jiangsu, China (Y.W.); and Department of Anesthesiology, the First People's Hospital of Shanghai Transportation University, Shanghai, China (H.X.).",Chenjing,Zhang,,Congjuan,Zhang,,Yunan,Peng,,Yin,Wang,,Hongjiao,Xu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
